"loinc.part","part.name","labeled.paths","plus","period","obo_id","domain","ontology.priority","ols.search.rank","obo label","loinc.vs.label.cosine","best.match","best.cosine","iri","ontology_prefix","short_form","ontology_name","bp.onto.iri"
"LP14915-0","triacylglycerol lipase","Lab -> Chemistry and Chemistry challenge -> CHAL -> Enzymes",FALSE,FALSE,"PR:000009835","proteins/genes",5,11,"gastric triacylglycerol lipase",0.0317181832234422,"gastric triacylglycerol lipase",0.0317181832234422,"http://purl.obolibrary.org/obo/PR_000009835","PR","PR_000009835","pr","http://data.bioontology.org/ontologies/PR"
"LP14915-0","triacylglycerol lipase","Lab -> Chemistry and Chemistry challenge -> CHEM -> Enzymes",FALSE,FALSE,"PR:000009835","proteins/genes",5,11,"gastric triacylglycerol lipase",0.0317181832234422,"gastric triacylglycerol lipase",0.0317181832234422,"http://purl.obolibrary.org/obo/PR_000009835","PR","PR_000009835","pr","http://data.bioontology.org/ontologies/PR"
"LP149676-1","mycobacterium tuberculosis stimulated gamma interferon","Lab -> Microbiology and Antimicrobial susceptibility -> MICRO -> Misc -> Interferon.gamma",FALSE,FALSE,"PR:000029037","proteins/genes",5,41,"mycobacterium tuberculosis protein",0.0617617545148751,"mycobacterium tuberculosis protein",0.0617617545148751,"http://purl.obolibrary.org/obo/PR_000029037","PR","PR_000029037","pr","http://data.bioontology.org/ontologies/PR"
"LP149679-5","gamma interferon background","Lab -> Microbiology and Antimicrobial susceptibility -> MICRO -> Misc -> Interferon.gamma",FALSE,FALSE,"MP:0008559","pheonotypes",23,21,"abnormal interferon-gamma secretion",0.0742215672361679,"abnormal gamma-interferon secretion",0.0742215672361679,"http://purl.obolibrary.org/obo/MP_0008559","MP","MP_0008559","mp","http://data.bioontology.org/ontologies/MP"
"LP149679-5","gamma interferon background","Lab -> Microbiology and Antimicrobial susceptibility -> MICRO -> Misc -> Interferon.gamma",FALSE,FALSE,"MP:0008683","pheonotypes",23,124,"abnormal interleukin-18 secretion",0.180783163291546,"abnormal interferon-gamma inducing factor secretion",0.053602235222112,"http://purl.obolibrary.org/obo/MP_0008683","MP","MP_0008683","mp","http://data.bioontology.org/ontologies/MP"
"LP14982-0","amitriptyline+nortriptyline","Lab -> DRUG/TOX -> Drugs -> NA -> Antidepressants -> Tricyclic antidepressants -> Amitriptyline",TRUE,FALSE,"CHEBI:7640","chemicals/drugs",3,1,"nortriptyline",0.0424941985265392,"nortriptyline",0.0424941985265392,"http://purl.obolibrary.org/obo/CHEBI_7640","CHEBI","CHEBI_7640","chebi","http://data.bioontology.org/ontologies/CHEBI"
"LP14982-0","amitriptyline+nortriptyline","Lab -> DRUG/TOX -> Drugs -> NA -> Antidepressants -> Tricyclic antidepressants -> Amitriptyline",TRUE,FALSE,"CHEBI:2666","chemicals/drugs",3,2,"amitriptyline",0.0424941985265392,"amitriptyline",0.0424941985265392,"http://purl.obolibrary.org/obo/CHEBI_2666","CHEBI","CHEBI_2666","chebi","http://data.bioontology.org/ontologies/CHEBI"
"LP15012-5","dna double strand","Lab -> SERO -> DNA",FALSE,FALSE,"CHEBI:4705","chemicals/drugs",3,44,"double-stranded dna",0.0536281081473714,"double-stranded dna",0.0536281081473714,"http://purl.obolibrary.org/obo/CHEBI_4705","CHEBI","CHEBI_4705","chebi","http://data.bioontology.org/ontologies/CHEBI"
"LP15012-5","dna double strand","Lab -> SERO -> DNA",FALSE,FALSE,"SO:0001198","proteins/genes",21,163,"ds_dna_viral_sequence",0.361983730377684,"double stranded dna virus",0.0485121369113446,"http://purl.obolibrary.org/obo/SO_0001198","SO","SO_0001198","so","http://data.bioontology.org/ontologies/SO"
"LP15021-6","aldolase","Lab -> Chemistry and Chemistry challenge -> CHEM -> Enzymes",FALSE,FALSE,"PR:000003934","proteins/genes",5,12,"fructose-bisphosphate aldolase a",0.248221481970295,"aldolase 1",0.0741799002274485,"http://purl.obolibrary.org/obo/PR_000003934","PR","PR_000003934","pr","http://data.bioontology.org/ontologies/PR"
"LP15021-6","aldolase","Lab -> Chemistry and Chemistry challenge -> CHEM -> Enzymes",FALSE,FALSE,"HP:0012400","pheonotypes",20,28,"abnormal aldolase level",0.104856407450709,"abnormal aldolase level",0.104856407450709,"http://purl.obolibrary.org/obo/HP_0012400","HP","HP_0012400","hp","http://data.bioontology.org/ontologies/HP"
"LP15021-6","aldolase","Lab -> Chemistry and Chemistry challenge -> CHEM -> Enzymes",FALSE,FALSE,"PR:000003935","proteins/genes",5,13,"fructose-bisphosphate aldolase b",0.295286142025274,"aldolase 2",0.0741799002274485,"http://purl.obolibrary.org/obo/PR_000003935","PR","PR_000003935","pr","http://data.bioontology.org/ontologies/PR"
"LP15021-6","aldolase","Lab -> Chemistry and Chemistry challenge -> CHEM -> Enzymes",FALSE,FALSE,"PR:000003936","proteins/genes",5,11,"fructose-bisphosphate aldolase c",0.295286142025274,"aldolase 3",0.0741799002274485,"http://purl.obolibrary.org/obo/PR_000003936","PR","PR_000003936","pr","http://data.bioontology.org/ontologies/PR"
"LP15022-4","beta+gamma tocopherol","Lab -> Chemistry and Chemistry challenge -> CHEM -> Vitamins -> Vitamin E -> Tocopherols",TRUE,FALSE,"CHEBI:18185","chemicals/drugs",3,1,"gamma-tocopherol",0.0892922751190748,"gamma-tocopherol",0.0892922751190748,"http://purl.obolibrary.org/obo/CHEBI_18185","CHEBI","CHEBI_18185","chebi","http://data.bioontology.org/ontologies/CHEBI"
"LP15030-7","immunoglobulin light chains.kappa","Lab -> Chemistry and Chemistry challenge -> CHEM -> Protein -> Immunoglobulins -> Immunoglobulin light chains",FALSE,TRUE,"PR:000001858","proteins/genes",5,170,"immunoglobulin iota chain",0.0801429926703151,"immunoglobulin iota chain",0.0801429926703151,"http://purl.obolibrary.org/obo/PR_000001858","PR","PR_000001858","pr","http://data.bioontology.org/ontologies/PR"
"LP15030-7","immunoglobulin light chains.kappa","Lab -> PATH -> NA -> Immunoglobulins -> Immunoglobulin light chains",FALSE,TRUE,"PR:000001858","proteins/genes",5,170,"immunoglobulin iota chain",0.0801429926703151,"immunoglobulin iota chain",0.0801429926703151,"http://purl.obolibrary.org/obo/PR_000001858","PR","PR_000001858","pr","http://data.bioontology.org/ontologies/PR"
"LP15031-5","immunoglobulin light chains.lambda","Lab -> PATH -> NA -> Immunoglobulins -> Immunoglobulin light chains",FALSE,TRUE,"PR:000001858","proteins/genes",5,191,"immunoglobulin iota chain",0.0701616357306071,"immunoglobulin iota chain",0.0701616357306071,"http://purl.obolibrary.org/obo/PR_000001858","PR","PR_000001858","pr","http://data.bioontology.org/ontologies/PR"
"LP15031-5","immunoglobulin light chains.lambda","Lab -> Chemistry and Chemistry challenge -> CHEM -> Protein -> Immunoglobulins -> Immunoglobulin light chains",FALSE,TRUE,"PR:000001858","proteins/genes",5,191,"immunoglobulin iota chain",0.0701616357306071,"immunoglobulin iota chain",0.0701616357306071,"http://purl.obolibrary.org/obo/PR_000001858","PR","PR_000001858","pr","http://data.bioontology.org/ontologies/PR"
"LP15033-1","lactate dehydrogenase","Lab -> Chemistry and Chemistry challenge -> CHEM -> Enzymes",FALSE,FALSE,"PR:000030923","proteins/genes",5,18,"probable d-lactate dehydrogenase, mitochondrial",0.100833496530087,"lactate dehydrogenase d",0.0177127299543413,"http://purl.obolibrary.org/obo/PR_000030923","PR","PR_000030923","pr","http://data.bioontology.org/ontologies/PR"
"LP15033-1","lactate dehydrogenase","Lab -> Chemistry and Chemistry challenge -> CHEM -> Enzymes",FALSE,FALSE,"PR:000023100","proteins/genes",5,1,"l-lactate dehydrogenase",0.0212550827397159,"l-lactate dehydrogenase",0.0212550827397159,"http://purl.obolibrary.org/obo/PR_000023100","PR","PR_000023100","pr","http://data.bioontology.org/ontologies/PR"
"LP15040-6","reducing substances","Lab -> Chemistry and Chemistry challenge -> CHEM -> NA",FALSE,FALSE,"DRON:00012116","chemicals/drugs",12,1,"estrogenic substances",0.0658012670061725,"estrogenic substances",0.0658012670061725,"http://purl.obolibrary.org/obo/DRON_00012116","DRON","DRON_00012116","dron","http://data.bioontology.org/ontologies/DRON"
"LP15040-6","reducing substances","Lab -> UA -> NA",FALSE,FALSE,"DRON:00012116","chemicals/drugs",12,1,"estrogenic substances",0.0658012670061725,"estrogenic substances",0.0658012670061725,"http://purl.obolibrary.org/obo/DRON_00012116","DRON","DRON_00012116","dron","http://data.bioontology.org/ontologies/DRON"
"LP15056-2","reagin","Lab -> Microbiology and Antimicrobial susceptibility -> MICRO -> Microorganism -> Bacteria. -> Treponema sp",FALSE,FALSE,"MONDO:0004980","pheonotypes",13,1,"atopic eczema",0.531707094209153,"allergic dermatitis",0.309934440657646,"http://purl.obolibrary.org/obo/MONDO_0004980","MONDO","MONDO_0004980","mondo","http://data.bioontology.org/ontologies/MONDO"
"LP15057-0","neuronal nuclear","Lab -> SERO -> NA",FALSE,FALSE,"GO:0031981","go",16,182,"nuclear lumen",0.0741799002274486,"nuclear lumen",0.0741799002274486,"http://purl.obolibrary.org/obo/GO_0031981","GO","GO_0031981","go","http://data.bioontology.org/ontologies/GO"
"LP15057-0","neuronal nuclear","Lab -> SERO -> NA",FALSE,FALSE,"GO:0071598","go",16,54,"neuronal ribonucleoprotein granule",0.0814413464563084,"neuronal rna granule",0.0439338412013529,"http://purl.obolibrary.org/obo/GO_0071598","GO","GO_0071598","go","http://data.bioontology.org/ontologies/GO"
"LP15058-8","smith extractable nuclear","Lab -> SERO -> Extractable nuclear",FALSE,FALSE,"FMA:73710","anatomy",10,126,"right vestibular nuclear complex",0.0864784143421329,"right vestibular nuclear complex",0.0864784143421329,"http://purl.obolibrary.org/obo/FMA_73710","FMA","FMA_73710","fma","http://data.bioontology.org/ontologies/FMA"
"LP15070-3","neutrophils.band form","Lab -> HEM/BC -> Hematology -> Cell fractions -> Myeloid cells -> Leukocytes -> Granulocytes -> Neutrophils",FALSE,TRUE,"CL:0000560","cells",2,2,"band form neutrophil",0.0543891423106997,"band form neutrophil",0.0543891423106997,"http://purl.obolibrary.org/obo/CL_0000560","CL","CL_0000560","cl","http://data.bioontology.org/ontologies/CL"
"LP15072-9","lymphocytes.variant","Lab -> HEM/BC -> Hematology -> Cell fractions -> Myeloid cells -> Leukocytes -> Lymphocytes",FALSE,TRUE,"HP:0006926","pheonotypes",20,70,"metachromatic leukodystrophy variant",0.115771259731805,"metachromatic leukodystrophy variant",0.115771259731805,"http://purl.obolibrary.org/obo/HP_0006926","HP","HP_0006926","hp","http://data.bioontology.org/ontologies/HP"
"LP15075-2","metamyelocyte","Lab -> HEM/BC -> Hematology -> Cell fractions -> Myeloid cells -> Leukocytes -> Granulocytes",FALSE,FALSE,"CL:0002192","cells",2,2,"metamyelocyte",0,"metamyelocyte",0,"http://purl.obolibrary.org/obo/CL_0002192","CL","CL_0002192","cl","http://data.bioontology.org/ontologies/CL"
"LP15075-2","metamyelocyte","Lab -> HEM/BC -> Hematology -> Cell fractions -> Myeloid cells -> Leukocytes -> Granulocytes",FALSE,FALSE,"FMA:83541","anatomy",10,1,"metamyelocyte",0,"metamyelocyte",0,"http://purl.obolibrary.org/obo/FMA_83541","FMA","FMA_83541","fma","http://data.bioontology.org/ontologies/FMA"
"LP15077-8","myelocyte","Lab -> HEM/BC -> Hematology -> Cell fractions -> Myeloid cells -> Leukocytes -> Granulocytes",FALSE,FALSE,"FMA:83525","anatomy",10,1,"myelocyte",0,"myelocyte",0,"http://purl.obolibrary.org/obo/FMA_83525","FMA","FMA_83525","fma","http://data.bioontology.org/ontologies/FMA"
"LP15077-8","myelocyte","Lab -> HEM/BC -> Hematology -> Cell fractions -> Myeloid cells -> Leukocytes -> Granulocytes",FALSE,FALSE,"CL:0002193","cells",2,2,"myelocyte",0,"myelocyte",0,"http://purl.obolibrary.org/obo/CL_0002193","CL","CL_0002193","cl","http://data.bioontology.org/ontologies/CL"
"LP15084-4","promyelocyte","Lab -> HEM/BC -> Hematology -> Cell fractions -> Myeloid cells -> Leukocytes -> Granulocytes",FALSE,FALSE,"FMA:83530","anatomy",10,1,"promyelocyte",0,"promyelocyte",0,"http://purl.obolibrary.org/obo/FMA_83530","FMA","FMA_83530","fma","http://data.bioontology.org/ontologies/FMA"
"LP15084-4","promyelocyte","Lab -> HEM/BC -> Hematology -> Cell fractions -> Myeloid cells -> Leukocytes -> Granulocytes",FALSE,FALSE,"CL:0000836","cells",2,2,"promyelocyte",0,"promyelocyte",0,"http://purl.obolibrary.org/obo/CL_0000836","CL","CL_0000836","cl","http://data.bioontology.org/ontologies/CL"
"LP15100-8","blast","Lab -> HEM/BC -> Hematology -> Cell fractions",FALSE,FALSE,"NCBITaxon:1181335","organisms",7,3,"blastobasis sp. blast",0.126666235390627,"blastobasis sp. blast",0.126666235390627,"http://purl.obolibrary.org/obo/NCBITaxon_1181335","NCBITAXON","NCBITaxon_1181335","ncbitaxon","http://data.bioontology.org/ontologies/NCBITAXON"
"LP15100-8","blast","Lab -> HEM/BC -> Hematology -> Cell fractions",FALSE,FALSE,"OGG:3000000962","proteins/genes",14,69,"cd48",1,"blast",0,"http://purl.obolibrary.org/obo/OGG_3000000962","OGG","OGG_3000000962","ogg","http://data.bioontology.org/ontologies/OGG"
"LP15101-6","hematocrit","Lab -> HEM/BC -> Hematology",FALSE,FALSE,"HP:0031851","pheonotypes",20,2,"reduced hematocrit",0.183503419072274,"low hematocrit",0.115462037328297,"http://purl.obolibrary.org/obo/HP_0031851","HP","HP_0031851","hp","http://data.bioontology.org/ontologies/HP"
"LP15101-6","hematocrit","Lab -> HEM/BC -> Hematology",FALSE,FALSE,"HP:0001899","pheonotypes",20,3,"increased hematocrit",0.133974596215561,"increased hematocrit",0.133974596215561,"http://purl.obolibrary.org/obo/HP_0001899","HP","HP_0001899","hp","http://data.bioontology.org/ontologies/HP"
"LP15101-6","hematocrit","Lab -> HEM/BC -> Hematology",FALSE,FALSE,"MP:0002608","pheonotypes",23,6,"increased hematocrit",0.133974596215561,"increased hematocrit",0.133974596215561,"http://purl.obolibrary.org/obo/MP_0002608","MP","MP_0002608","mp","http://data.bioontology.org/ontologies/MP"
"LP15125-5","macadamia","Lab -> ALLERGY -> NA -> NA",FALSE,FALSE,"FOODON:00003003","food",8,9,"macadamia nut",0.0770417930091027,"macadamia",0,"http://purl.obolibrary.org/obo/FOODON_00003003","FOODON","FOODON_00003003","foodon","http://data.bioontology.org/ontologies/FOODON"
"LP15125-5","macadamia","Lab -> ALLERGY -> NA -> NA",FALSE,FALSE,"FOODON:03306521","food",8,11,"macadamia nut (whole, raw)",0.247674413023274,"macadamia",0,"http://purl.obolibrary.org/obo/FOODON_03306521","FOODON","FOODON_03306521","foodon","http://data.bioontology.org/ontologies/FOODON"
"LP15125-5","macadamia","Lab -> ALLERGY -> NA -> NA",FALSE,FALSE,"NCBITaxon:4329","organisms",7,1,"macadamia",0,"macadamia",0,"http://purl.obolibrary.org/obo/NCBITaxon_4329","NCBITAXON","NCBITaxon_4329","ncbitaxon","http://data.bioontology.org/ontologies/NCBITAXON"
"LP15199-0","auer rod","Lab -> HEM/BC -> Hematology -> Blood smear finding -> NA",FALSE,FALSE,"UBERON:0005068","anatomy",1,10,"neural rod",0.0871290708247231,"neural rod",0.0871290708247231,"http://purl.obolibrary.org/obo/UBERON_0005068","UBERON","UBERON_0005068","uberon","http://data.bioontology.org/ontologies/UBERON"
"LP15290-7","17-hydroxycorticosteroid","Lab -> Chemistry and Chemistry challenge -> CHEM -> Endocrine -> NA",FALSE,FALSE,"PR:000012347","proteins/genes",5,16,"protocadherin-17",0.162765541522843,"protocadherin-17",0.162765541522843,"http://purl.obolibrary.org/obo/PR_000012347","PR","PR_000012347","pr","http://data.bioontology.org/ontologies/PR"
"LP15290-7","17-hydroxycorticosteroid","Lab -> Chemistry and Chemistry challenge -> CHAL -> Endocrine -> NA",FALSE,FALSE,"PR:000012347","proteins/genes",5,16,"protocadherin-17",0.162765541522843,"protocadherin-17",0.162765541522843,"http://purl.obolibrary.org/obo/PR_000012347","PR","PR_000012347","pr","http://data.bioontology.org/ontologies/PR"
"LP15299-8","3-alpha-androstanediol glucuronide","Lab -> Chemistry and Chemistry challenge -> CHEM -> Endocrine -> NA",FALSE,FALSE,"CHEBI:62442","chemicals/drugs",3,40,"soyasapogenol a 3-o-beta-glucuronide",0.114120432171702,"soyasapogenol a 3-o-beta-glucuronide",0.114120432171702,"http://purl.obolibrary.org/obo/CHEBI_62442","CHEBI","CHEBI_62442","chebi","http://data.bioontology.org/ontologies/CHEBI"
"LP15299-8","3-alpha-androstanediol glucuronide","Lab -> Chemistry and Chemistry challenge -> CHEM -> Endocrine -> NA",FALSE,FALSE,"CHEBI:75726","chemicals/drugs",3,4,"luteolin 3'-o-glucuronide",0.185908421589306,"luteolin 3'-o-beta-d-glucopyranosiduronic acid",0.0824574514725712,"http://purl.obolibrary.org/obo/CHEBI_75726","CHEBI","CHEBI_75726","chebi","http://data.bioontology.org/ontologies/CHEBI"
"LP15333-5","alanine aminotransferase","Lab -> Chemistry and Chemistry challenge -> CHEM -> Enzymes",FALSE,FALSE,"PR:000008209","proteins/genes",5,8,"alanine aminotransferase 2",0.0138831354305742,"alanine aminotransferase 2",0.0138831354305742,"http://purl.obolibrary.org/obo/PR_000008209","PR","PR_000008209","pr","http://data.bioontology.org/ontologies/PR"
"LP15333-5","alanine aminotransferase","Lab -> Chemistry and Chemistry challenge -> CHEM -> Enzymes",FALSE,FALSE,"PR:000008208","proteins/genes",5,7,"alanine aminotransferase 1",0.0138831354305742,"alanine aminotransferase 1",0.0138831354305742,"http://purl.obolibrary.org/obo/PR_000008208","PR","PR_000008208","pr","http://data.bioontology.org/ontologies/PR"
"LP15343-4","fatty acids.very long chain.c24:0","Lab -> Chemistry and Chemistry challenge -> CHEM -> Lipids -> Fatty acids -> Fatty acids.long chain -> Fatty acids.very long chain",FALSE,TRUE,"CHEBI:27283","chemicals/drugs",3,31,"very long-chain fatty acid",0.0944539430806481,"very long-chain fatty acids",0.0854508576221715,"http://purl.obolibrary.org/obo/CHEBI_27283","CHEBI","CHEBI_27283","chebi","http://data.bioontology.org/ontologies/CHEBI"
"LP15345-9","fatty acids.very long chain.c26:0","Lab -> Chemistry and Chemistry challenge -> CHEM -> Lipids -> Fatty acids -> Fatty acids.long chain -> Fatty acids.very long chain",FALSE,TRUE,"CHEBI:27283","chemicals/drugs",3,31,"very long-chain fatty acid",0.0944539430806481,"very long-chain fatty acids",0.0854508576221715,"http://purl.obolibrary.org/obo/CHEBI_27283","CHEBI","CHEBI_27283","chebi","http://data.bioontology.org/ontologies/CHEBI"
"LP15347-5","alkaline phosphatase.bone","Lab -> Chemistry and Chemistry challenge -> CHEM -> Enzymes -> Alkaline phosphatase -> Alkaline phosphatase isoenzymes",FALSE,TRUE,"PR:000023540","proteins/genes",5,3,"alkaline phosphatase",0.0429120646370491,"alkaline phosphatase",0.0429120646370491,"http://purl.obolibrary.org/obo/PR_000023540","PR","PR_000023540","pr","http://data.bioontology.org/ontologies/PR"
"LP15348-3","alkaline phosphatase.intestinal","Lab -> Chemistry and Chemistry challenge -> CHEM -> Enzymes -> Alkaline phosphatase -> Alkaline phosphatase isoenzymes",FALSE,TRUE,"PR:000003964","proteins/genes",5,1,"intestinal alkaline phosphatase",0.0108111284209097,"intestinal alkaline phosphatase",0.0108111284209097,"http://purl.obolibrary.org/obo/PR_000003964","PR","PR_000003964","pr","http://data.bioontology.org/ontologies/PR"
"LP15349-1","alkaline phosphatase.liver","Lab -> Chemistry and Chemistry challenge -> CHEM -> Enzymes -> Alkaline phosphatase -> Alkaline phosphatase isoenzymes",FALSE,TRUE,"PR:000023540","proteins/genes",5,1,"alkaline phosphatase",0.0477319442940984,"alkaline phosphatase",0.0477319442940984,"http://purl.obolibrary.org/obo/PR_000023540","PR","PR_000023540","pr","http://data.bioontology.org/ontologies/PR"
"LP15355-8","amylase","Lab -> ALLERGY -> NA -> NA",FALSE,FALSE,"OGG:3000948088","proteins/genes",14,100,"mals",0.166666666666667,"alpha-amylase",0.101899581260582,"http://purl.obolibrary.org/obo/OGG_3000948088","OGG","OGG_3000948088","ogg","http://data.bioontology.org/ontologies/OGG"
"LP15355-8","amylase","Lab -> Chemistry and Chemistry challenge -> CHEM -> Enzymes",FALSE,FALSE,"OGG:3000948088","proteins/genes",14,100,"mals",0.166666666666667,"alpha-amylase",0.101899581260582,"http://purl.obolibrary.org/obo/OGG_3000948088","OGG","OGG_3000948088","ogg","http://data.bioontology.org/ontologies/OGG"
"LP15355-8","amylase","Lab -> Chemistry and Chemistry challenge -> CHAL -> Enzymes",FALSE,FALSE,"OGG:3000948088","proteins/genes",14,100,"mals",0.166666666666667,"alpha-amylase",0.101899581260582,"http://purl.obolibrary.org/obo/OGG_3000948088","OGG","OGG_3000948088","ogg","http://data.bioontology.org/ontologies/OGG"
"LP15355-8","amylase","Lab -> ALLERGY -> NA -> NA",FALSE,FALSE,"MONDO:0006789","pheonotypes",13,102,"hyperamylasemia",0.101899581260582,"hyperamylasemia",0.101899581260582,"http://purl.obolibrary.org/obo/MONDO_0006789","MONDO","MONDO_0006789","mondo","http://data.bioontology.org/ontologies/MONDO"
"LP15355-8","amylase","Lab -> Chemistry and Chemistry challenge -> CHEM -> Enzymes",FALSE,FALSE,"MONDO:0006789","pheonotypes",13,102,"hyperamylasemia",0.101899581260582,"hyperamylasemia",0.101899581260582,"http://purl.obolibrary.org/obo/MONDO_0006789","MONDO","MONDO_0006789","mondo","http://data.bioontology.org/ontologies/MONDO"
"LP15355-8","amylase","Lab -> Chemistry and Chemistry challenge -> CHAL -> Enzymes",FALSE,FALSE,"MONDO:0006789","pheonotypes",13,102,"hyperamylasemia",0.101899581260582,"hyperamylasemia",0.101899581260582,"http://purl.obolibrary.org/obo/MONDO_0006789","MONDO","MONDO_0006789","mondo","http://data.bioontology.org/ontologies/MONDO"
"LP15355-8","amylase","Lab -> ALLERGY -> NA -> NA",FALSE,FALSE,"HP:0410288","pheonotypes",20,73,"hyperamylasemia",0.101899581260582,"hyperamylasemia",0.101899581260582,"http://purl.obolibrary.org/obo/HP_0410288","HP","HP_0410288","hp","http://data.bioontology.org/ontologies/HP"
"LP15355-8","amylase","Lab -> Chemistry and Chemistry challenge -> CHEM -> Enzymes",FALSE,FALSE,"HP:0410288","pheonotypes",20,73,"hyperamylasemia",0.101899581260582,"hyperamylasemia",0.101899581260582,"http://purl.obolibrary.org/obo/HP_0410288","HP","HP_0410288","hp","http://data.bioontology.org/ontologies/HP"
"LP15355-8","amylase","Lab -> Chemistry and Chemistry challenge -> CHAL -> Enzymes",FALSE,FALSE,"HP:0410288","pheonotypes",20,73,"hyperamylasemia",0.101899581260582,"hyperamylasemia",0.101899581260582,"http://purl.obolibrary.org/obo/HP_0410288","HP","HP_0410288","hp","http://data.bioontology.org/ontologies/HP"
"LP15355-8","amylase","Lab -> ALLERGY -> NA -> NA",FALSE,FALSE,"DRON:00017076","chemicals/drugs",12,1,"alpha-amylase",0.101899581260582,"alpha-amylase",0.101899581260582,"http://purl.obolibrary.org/obo/DRON_00017076","DRON","DRON_00017076","dron","http://data.bioontology.org/ontologies/DRON"
"LP15355-8","amylase","Lab -> Chemistry and Chemistry challenge -> CHEM -> Enzymes",FALSE,FALSE,"DRON:00017076","chemicals/drugs",12,1,"alpha-amylase",0.101899581260582,"alpha-amylase",0.101899581260582,"http://purl.obolibrary.org/obo/DRON_00017076","DRON","DRON_00017076","dron","http://data.bioontology.org/ontologies/DRON"
"LP15355-8","amylase","Lab -> Chemistry and Chemistry challenge -> CHAL -> Enzymes",FALSE,FALSE,"DRON:00017076","chemicals/drugs",12,1,"alpha-amylase",0.101899581260582,"alpha-amylase",0.101899581260582,"http://purl.obolibrary.org/obo/DRON_00017076","DRON","DRON_00017076","dron","http://data.bioontology.org/ontologies/DRON"
"LP15360-8","amylase.pancreatic","Lab -> Chemistry and Chemistry challenge -> CHEM -> Enzymes -> Amylase -> Amylase isoenzymes",FALSE,TRUE,"PR:000004009","proteins/genes",5,29,"alpha-amylase 2b",0.248530850697821,"pancreatic alpha-amylase",0.0634452899815811,"http://purl.obolibrary.org/obo/PR_000004009","PR","PR_000004009","pr","http://data.bioontology.org/ontologies/PR"
"LP15360-8","amylase.pancreatic","Lab -> Chemistry and Chemistry challenge -> CHEM -> Enzymes -> Amylase -> Amylase isoenzymes",FALSE,TRUE,"PR:000004008","proteins/genes",5,28,"alpha-amylase 2a",0.22101916229548,"pancreatic alpha-amylase",0.0634452899815811,"http://purl.obolibrary.org/obo/PR_000004008","PR","PR_000004008","pr","http://data.bioontology.org/ontologies/PR"
"LP15360-8","amylase.pancreatic","Lab -> Chemistry and Chemistry challenge -> CHEM -> Enzymes -> Amylase -> Amylase isoenzymes",FALSE,TRUE,"DOID:3918","pheonotypes",4,82,"pancreatic cystadenoma",0.0897008726364875,"pancreatic cystadenoma",0.0897008726364875,"http://purl.obolibrary.org/obo/DOID_3918","DOID","DOID_3918","doid","http://data.bioontology.org/ontologies/DOID"
"LP15360-8","amylase.pancreatic","Lab -> Chemistry and Chemistry challenge -> CHEM -> Enzymes -> Amylase -> Amylase isoenzymes",FALSE,TRUE,"MONDO:0002809","pheonotypes",13,64,"pancreatic cystadenoma",0.0897008726364875,"pancreatic cystadenoma",0.0897008726364875,"http://purl.obolibrary.org/obo/MONDO_0002809","MONDO","MONDO_0002809","mondo","http://data.bioontology.org/ontologies/MONDO"
"LP15364-0","amylase.salivary","Lab -> Chemistry and Chemistry challenge -> CHEM -> Enzymes -> Amylase -> Amylase isoenzymes",FALSE,TRUE,"HP:0410288","pheonotypes",20,156,"hyperamylasemia",0.141872129420216,"hyperamylasemia",0.141872129420216,"http://purl.obolibrary.org/obo/HP_0410288","HP","HP_0410288","hp","http://data.bioontology.org/ontologies/HP"
"LP15364-0","amylase.salivary","Lab -> Chemistry and Chemistry challenge -> CHEM -> Enzymes -> Amylase -> Amylase isoenzymes",FALSE,TRUE,"DRON:00017076","chemicals/drugs",12,2,"alpha-amylase",0.141872129420216,"alpha-amylase",0.141872129420216,"http://purl.obolibrary.org/obo/DRON_00017076","DRON","DRON_00017076","dron","http://data.bioontology.org/ontologies/DRON"
"LP15364-0","amylase.salivary","Lab -> Chemistry and Chemistry challenge -> CHEM -> Enzymes -> Amylase -> Amylase isoenzymes",FALSE,TRUE,"PR:000037015","proteins/genes",5,1,"alpha-amylase 1",0.171991318111973,"salivary alpha-amylase",0.0634452899815811,"http://purl.obolibrary.org/obo/PR_000037015","PR","PR_000037015","pr","http://data.bioontology.org/ontologies/PR"
"LP15378-0","alpha-2-retinol binding protein","Lab -> Chemistry and Chemistry challenge -> CHEM -> Protein -> Globulin -> Alpha globulin -> Alpha 2 globulin",FALSE,FALSE,"PR:000013529","proteins/genes",5,111,"phosphatidylethanolamine-binding protein 2",0.0540455233725438,"phosphatidylethanolamine-binding protein 2",0.0540455233725438,"http://purl.obolibrary.org/obo/PR_000013529","PR","PR_000013529","pr","http://data.bioontology.org/ontologies/PR"
"LP15378-0","alpha-2-retinol binding protein","Lab -> Chemistry and Chemistry challenge -> CHEM -> Protein -> Globulin -> Alpha globulin -> Alpha 2 globulin",FALSE,FALSE,"PR:000013821","proteins/genes",5,11,"retinol-binding protein 4",0.0705149709019566,"plasma retinol-binding protein",0.0347525995728808,"http://purl.obolibrary.org/obo/PR_000013821","PR","PR_000013821","pr","http://data.bioontology.org/ontologies/PR"
