"Ontology ID","label","has curation status","alternative term","definition","definition source","example of usage","editor note","term editor","ontology term requester","term tracker item","logical type","logical note","parent class","material processing technique","detection technique","evaluant","analyte","device","reagent","molecular label","input","output","target entity","objective","associated axioms","database cross reference IRI"
"ID","A rdfs:label","AI has curation status","A alternative term SPLIT=|","A definition SPLIT=|","A definition source SPLIT=|","A example of usage SPLIT=|","A editor note SPLIT=|","A term editor SPLIT=|","A ontology term requester","AI term tracker item","CLASS_TYPE","","C % SPLIT=|","C 'has part' some % SPLIT=|","C 'has part' some % SPLIT=|","C (has_specified_input some (% and 'has role' some 'evaluant role')) and (realizes some ('evaluant role' and ('role of' some %))) SPLIT=|","C (has_specified_input some %) and (realizes some ('analyte role' and ('inheres in' some %)))","C (has_specified_input some %) and (realizes some (function and ('inheres in' some %))) SPLIT=|","C (has_specified_input some %) and (realizes some ('reagent role' and ('inheres in' some %)))","C (has_specified_input some %) and (realizes some ('molecular label role' and ('inheres in' some %)))","C has_specified_input some %","C has_specified_output some %","C has_specified_output some ('is about' some %)","C achieves_planned_objective some %","C %","AI oboInOwl:hasDbXref"
"turbo:TURBO_3000132","Quantitative assay for Acylcarnitine in Serum or Plasma specimen [unit of molarity]","","Acylcarnitine [Moles/volume] in Serum or Plasma","A(n) 'assay of specimen from organism' with evaluant: Serum or Plasma; analyte: Acylcarnitine; reporting (a) unit of molarity","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","('blood serum specimen' or 'blood plasma specimen')","'S-adenosyl-L-methionine'","","","","","('scalar measurement datum' and 'has measurement unit label' some 'unit of molarity')","","","","loinc:14282-8"
"turbo:TURBO_3000133","Quantitative assay for Carnitine.free (C0) in Serum or Plasma specimen [unit of molarity]","","Carnitine free (C0) [Moles/volume] in Serum or Plasma","A(n) 'assay of specimen from organism' with evaluant: Serum or Plasma; analyte: Carnitine.free (C0); reporting (a) unit of molarity","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","('blood serum specimen' or 'blood plasma specimen')","'carnitine'","","","","","('scalar measurement datum' and 'has measurement unit label' some 'unit of molarity')","","","","loinc:14286-9"
"turbo:TURBO_3000134","Quantitative assay for Carnitine in Serum or Plasma specimen [unit of molarity]","","Carnitine [Moles/volume] in Serum or Plasma","A(n) 'assay of specimen from organism' with evaluant: Serum or Plasma; analyte: Carnitine; reporting (a) unit of molarity","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","('blood serum specimen' or 'blood plasma specimen')","'carnitine'","","","","","('scalar measurement datum' and 'has measurement unit label' some 'unit of molarity')","","","","loinc:14288-5"
"turbo:TURBO_3000135","Assay for Amphetamines in Urine specimen (Screen) [categorical measurement datum]","","Amphetamines [Presence] in Urine by Screen method >1000 ng/mL","A(n) 'assay of specimen from organism' with evaluant: Urine; analyte: Amphetamines; using a(n) Screen method ; reporting (a) categorical measurement datum","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'urine specimen'","'amphetamines'","","","","","'categorical measurement datum'","","","","loinc:14308-1"
"turbo:TURBO_3000136","Assay for Tetrahydrocannabinol in Urine specimen (Screen) [categorical measurement datum]","","Tetrahydrocannabinol [Presence] in Urine by Screen method >50 ng/mL","A(n) 'assay of specimen from organism' with evaluant: Urine; analyte: Tetrahydrocannabinol; using a(n) Screen method ; reporting (a) categorical measurement datum","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'urine specimen'","'Delta(9)-tetrahydrocannabinol'","","","","","'categorical measurement datum'","","","","loinc:14312-3"
"turbo:TURBO_3000137","Quantitative assay for Tetrahydrocannabinol in Urine specimen (Confirm) [mass per unit volume]","","Tetrahydrocannabinol [Mass/volume] in Urine by Confirmatory method","A(n) 'assay of specimen from organism' with evaluant: Urine; analyte: Tetrahydrocannabinol; using a(n) Confirm method ; reporting (a) mass per unit volume","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'urine specimen'","'Delta(9)-tetrahydrocannabinol'","","","","","('scalar measurement datum' and 'has measurement unit label' some 'mass per unit volume')","","","","loinc:14313-1"
"turbo:TURBO_3000138","Assay for Benzoylecgonine in Urine specimen (Screen) [categorical measurement datum]","","Benzoylecgonine [Presence] in Urine by Screen method","A(n) 'assay of specimen from organism' with evaluant: Urine; analyte: Benzoylecgonine; using a(n) Screen method ; reporting (a) categorical measurement datum","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'urine specimen'","'ecgonine benzoate'","","","","","'categorical measurement datum'","","","","loinc:14314-9"
"turbo:TURBO_3000139","Assay for Benzoylecgonine in Urine specimen (Confirm) [categorical measurement datum]","","Benzoylecgonine [Presence] in Urine by Confirmatory method","A(n) 'assay of specimen from organism' with evaluant: Urine; analyte: Benzoylecgonine; using a(n) Confirm method ; reporting (a) categorical measurement datum","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'urine specimen'","'ecgonine benzoate'","","","","","'categorical measurement datum'","","","","loinc:14315-6"
"turbo:TURBO_3000140","Assay for Benzodiazepines in Urine specimen (Screen) [categorical measurement datum]","","Benzodiazepines [Presence] in Urine by Screen method","A(n) 'assay of specimen from organism' with evaluant: Urine; analyte: Benzodiazepines; using a(n) Screen method ; reporting (a) categorical measurement datum","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'urine specimen'","'benzodiazepine'","","","","","'categorical measurement datum'","","","","loinc:14316-4"
"turbo:TURBO_3000141","Quantitative assay for Lithium in Serum or Plasma specimen [unit of molarity]","","Lithium [Moles/volume] in Serum or Plasma","A(n) 'assay of specimen from organism' with evaluant: Serum or Plasma; analyte: Lithium; reporting (a) unit of molarity","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","('blood serum specimen' or 'blood plasma specimen')","'lithium atom'","","","","","('scalar measurement datum' and 'has measurement unit label' some 'unit of molarity')","","","","loinc:14334-7"
"turbo:TURBO_3000142","Quantitative assay for Cortisol in Serum or Plasma specimen , 8H post 1 mg dexamethasone PO overnight challenge [mass per unit volume]","","Cortisol [Mass/volume] in Serum or Plasma --8 hours post 1 mg dexamethasone PO overnight","A(n) 'assay of specimen from organism' with evaluant: Serum or Plasma; analyte: Cortisol, 8H post 1 mg dexamethasone PO overnight challenge ; reporting (a) mass per unit volume","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","('blood serum specimen' or 'blood plasma specimen')","'cortisol'","","","","","('scalar measurement datum' and 'has measurement unit label' some 'mass per unit volume')","","","","loinc:1434-0"
"turbo:TURBO_3000143","Quantitative assay for Bicarbonate in Blood venous specimen [unit of molarity]","","Bicarbonate [Moles/volume] in Venous blood","A(n) 'assay of specimen from organism' with evaluant: Blood venous; analyte: Bicarbonate; reporting (a) unit of molarity","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'venous blood specimen'","'hydrogencarbonate'","","","","","('scalar measurement datum' and 'has measurement unit label' some 'unit of molarity')","","","","loinc:14627-4"
"turbo:TURBO_3000144","Quantitative assay for Bile acid in Serum or Plasma specimen [unit of molarity]","","Bile acid [Moles/volume] in Serum or Plasma","A(n) 'assay of specimen from organism' with evaluant: Serum or Plasma; analyte: Bile acid; reporting (a) unit of molarity","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","('blood serum specimen' or 'blood plasma specimen')","'bile acid'","","","","","('scalar measurement datum' and 'has measurement unit label' some 'unit of molarity')","","","","loinc:14628-2"
"turbo:TURBO_3000145","Quantitative assay for Cholesterol.in HDL in Serum or Plasma specimen [unit of molarity]","","Cholesterol in HDL [Moles/volume] in Serum or Plasma","A(n) 'assay of specimen from organism' with evaluant: Serum or Plasma; analyte: Cholesterol.in HDL; reporting (a) unit of molarity","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","('blood serum specimen' or 'blood plasma specimen')","'high-density lipoprotein cholesterol'","","","","","('scalar measurement datum' and 'has measurement unit label' some 'unit of molarity')","","","","loinc:14646-4"
"turbo:TURBO_3000146","Quantitative assay for Creatinine in Urine specimen [unit of molarity]","","Creatinine [Moles/volume] in Urine","A(n) 'assay of specimen from organism' with evaluant: Urine; analyte: Creatinine; reporting (a) unit of molarity","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'urine specimen'","'creatinine'","","","","","('scalar measurement datum' and 'has measurement unit label' some 'unit of molarity')","","","","loinc:14683-7"
"turbo:TURBO_3000147","Quantitative assay for Lymphocytes in Synovial fluid specimen , normalized by 100 leukocytes (Manual count) [percent]","","Lymphocytes/100 leukocytes in Synovial fluid by Manual count","A(n) 'assay of specimen from organism' with evaluant: Synovial fluid; analyte: Lymphocytes, normalized by 100 leukocytes ; using a(n) Manual count method ; reporting (a) percent","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'synovial fluid specimen'","'lymphocyte'","","","","","('scalar measurement datum' and 'has measurement unit label' some 'percent')","","","","loinc:14822-1"
"turbo:TURBO_3000148","Quantitative assay for Methotrexate in Serum or Plasma specimen [unit of molarity]","","Methotrexate [Moles/volume] in Serum or Plasma","A(n) 'assay of specimen from organism' with evaluant: Serum or Plasma; analyte: Methotrexate; reporting (a) unit of molarity","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","('blood serum specimen' or 'blood plasma specimen')","'methotrexate'","","","","","('scalar measurement datum' and 'has measurement unit label' some 'unit of molarity')","","","","loinc:14836-1"
"turbo:TURBO_3000149","Quantitative assay for Oxygen in Blood cord specimen [pressure unit]","","Oxygen [Partial pressure] in Cord blood","A(n) 'assay of specimen from organism' with evaluant: Blood cord; analyte: Oxygen; reporting (a) pressure unit","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'umbilical cord blood specimen'","'oxygen atom'","","","","","('scalar measurement datum' and 'has measurement unit label' some 'pressure unit')","","","","loinc:14864-3"
"turbo:TURBO_3000150","Quantitative assay for pH in Blood cord specimen [pH]","","pH of Cord blood","A(n) 'assay of specimen from organism' with evaluant: Blood cord; analyte: pH; reporting (a) pH","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'umbilical cord blood specimen'","'hydrogen atom'","","","","","('scalar measurement datum' and 'has measurement unit label' some 'pH')","","","","loinc:14873-4"
"turbo:TURBO_3000151","Quantitative assay for Phenylalanine in Serum or Plasma specimen [unit of molarity]","","Phenylalanine [Moles/volume] in Serum or Plasma","A(n) 'assay of specimen from organism' with evaluant: Serum or Plasma; analyte: Phenylalanine; reporting (a) unit of molarity","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","('blood serum specimen' or 'blood plasma specimen')","'phenylalanine'","","","","","('scalar measurement datum' and 'has measurement unit label' some 'unit of molarity')","","","","loinc:14875-9"
"turbo:TURBO_3000152","Assay for raNITIdine in Urine specimen [categorical measurement datum]","","raNITIdine [Presence] in Urine","A(n) 'assay of specimen from organism' with evaluant: Urine; analyte: raNITIdine; reporting (a) categorical measurement datum","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'urine specimen'","'ranitidine'","","","","","'categorical measurement datum'","","","","loinc:14902-1"
"turbo:TURBO_3000153","Quantitative assay for Lecithin in Amniotic fluid specimen [ratio]","","Lecithin/Sphingomyelin [Ratio] in Amniotic fluid","A(n) 'assay of specimen from organism' with evaluant: Amniotic fluid; analyte: Lecithin; reporting (a) ratio","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'amniotic fluid specimen'","'lecithin'","","","","","('scalar measurement datum' and 'has measurement unit label' some 'ratio')","","","","loinc:14976-5"
"turbo:TURBO_3000154","Quantitative assay for Glucose in Serum or Plasma specimen , 1H post 50 g glucose PO challenge [mass per unit volume]","","Glucose [Mass/volume] in Serum or Plasma --1 hour post 50 g glucose PO","A(n) 'assay of specimen from organism' with evaluant: Serum or Plasma; analyte: Glucose, 1H post 50 g glucose PO challenge ; reporting (a) mass per unit volume","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","('blood serum specimen' or 'blood plasma specimen')","'glucose'","","","","","('scalar measurement datum' and 'has measurement unit label' some 'mass per unit volume')","","","","loinc:1504-0"
"turbo:TURBO_3000155","Quantitative assay for Creatine in Serum or Plasma specimen [unit of molarity]","","Creatine [Moles/volume] in Serum or Plasma","A(n) 'assay of specimen from organism' with evaluant: Serum or Plasma; analyte: Creatine; reporting (a) unit of molarity","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","('blood serum specimen' or 'blood plasma specimen')","'creatine'","","","","","('scalar measurement datum' and 'has measurement unit label' some 'unit of molarity')","","","","loinc:15045-8"
"turbo:TURBO_3000156","Quantitative assay for Glucose in Serum or Plasma specimen , 1H post 50 g lactose PO challenge [mass per unit volume]","","Glucose [Mass/volume] in Serum or Plasma --1 hour post 50 g lactose PO","A(n) 'assay of specimen from organism' with evaluant: Serum or Plasma; analyte: Glucose, 1H post 50 g lactose PO challenge ; reporting (a) mass per unit volume","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","('blood serum specimen' or 'blood plasma specimen')","'glucose'","","","","","('scalar measurement datum' and 'has measurement unit label' some 'mass per unit volume')","","","","loinc:1506-5"
"turbo:TURBO_3000157","Quantitative assay for Erythropoietin in Serum or Plasma specimen [arbitrary clinical concentration/abundance unit]","","Erythropoietin (EPO) [Units/volume] in Serum or Plasma","A(n) 'assay of specimen from organism' with evaluant: Serum or Plasma; analyte: Erythropoietin; reporting (a) arbitrary clinical concentration/abundance unit","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","('blood serum specimen' or 'blood plasma specimen')","'Erythropoietin'","","","","","('scalar measurement datum' and 'has measurement unit label' some 'arbitrary clinical concentration/abundance unit')","","","","loinc:15061-5"
"turbo:TURBO_3000158","Quantitative assay for Follitropin in Serum or Plasma specimen [arbitrary clinical concentration/abundance unit]","","Follitropin [Units/volume] in Serum or Plasma","A(n) 'assay of specimen from organism' with evaluant: Serum or Plasma; analyte: Follitropin; reporting (a) arbitrary clinical concentration/abundance unit","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","('blood serum specimen' or 'blood plasma specimen')","'Follicle stimulating hormone'","","","","","('scalar measurement datum' and 'has measurement unit label' some 'arbitrary clinical concentration/abundance unit')","","","","loinc:15067-2"
"turbo:TURBO_3000159","Quantitative assay for Fructosamine in Serum or Plasma specimen [unit of molarity]","","Fructosamine [Moles/volume] in Serum or Plasma","A(n) 'assay of specimen from organism' with evaluant: Serum or Plasma; analyte: Fructosamine; reporting (a) unit of molarity","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","('blood serum specimen' or 'blood plasma specimen')","'fructosamine'","","","","","('scalar measurement datum' and 'has measurement unit label' some 'unit of molarity')","","","","loinc:15069-8"
"turbo:TURBO_3000160","Quantitative assay for Parathyrin related protein in Serum or Plasma specimen [unit of molarity]","","Parathyrin related protein [Moles/volume] in Serum or Plasma","A(n) 'assay of specimen from organism' with evaluant: Serum or Plasma; analyte: Parathyrin related protein; reporting (a) unit of molarity","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","('blood serum specimen' or 'blood plasma specimen')","'Parathyroid hormone-related peptide (1-36)'","","","","","('scalar measurement datum' and 'has measurement unit label' some 'unit of molarity')","","","","loinc:15087-0"
"turbo:TURBO_3000161","Quantitative assay for Ammonia in Body fluid specimen [unit of molarity]","","Ammonia [Moles/volume] in Body fluid","A(n) 'assay of specimen from organism' with evaluant: Body fluid; analyte: Ammonia; reporting (a) unit of molarity","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'bodily fluid specimen'","'ammonia'","","","","","('scalar measurement datum' and 'has measurement unit label' some 'unit of molarity')","","","","loinc:15149-8"
"turbo:TURBO_3000162","Quantitative assay for Bilirubin.glucuronidated in Serum or Plasma specimen [mass per unit volume]","","Bilirubin.conjugated [Mass/volume] in Serum or Plasma","A(n) 'assay of specimen from organism' with evaluant: Serum or Plasma; analyte: Bilirubin.glucuronidated; reporting (a) mass per unit volume","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","('blood serum specimen' or 'blood plasma specimen')","'(glucosyluronic acid)bilirubin'","","","","","('scalar measurement datum' and 'has measurement unit label' some 'mass per unit volume')","","","","loinc:15152-2"
"turbo:TURBO_3000163","Quantitative assay for Glucose in Serum or Plasma specimen , 2H post 50 g lactose PO challenge [mass per unit volume]","","Glucose [Mass/volume] in Serum or Plasma --2 hours post 50 g lactose PO","A(n) 'assay of specimen from organism' with evaluant: Serum or Plasma; analyte: Glucose, 2H post 50 g lactose PO challenge ; reporting (a) mass per unit volume","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","('blood serum specimen' or 'blood plasma specimen')","'glucose'","","","","","('scalar measurement datum' and 'has measurement unit label' some 'mass per unit volume')","","","","loinc:1517-2"
"turbo:TURBO_3000164","Quantitative assay for Glucose in Serum or Plasma specimen , 2H post 75 g glucose PO challenge [mass per unit volume]","","Glucose [Mass/volume] in Serum or Plasma --2 hours post 75 g glucose PO","A(n) 'assay of specimen from organism' with evaluant: Serum or Plasma; analyte: Glucose, 2H post 75 g glucose PO challenge ; reporting (a) mass per unit volume","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","('blood serum specimen' or 'blood plasma specimen')","'glucose'","","","","","('scalar measurement datum' and 'has measurement unit label' some 'mass per unit volume')","","","","loinc:1518-0"
"turbo:TURBO_3000166","Quantitative assay for Glucose in Serum or Plasma specimen , 30M post 50 g lactose PO challenge [mass per unit volume]","","Glucose [Mass/volume] in Serum or Plasma --30 minutes post 50 g lactose PO","A(n) 'assay of specimen from organism' with evaluant: Serum or Plasma; analyte: Glucose, 30M post 50 g lactose PO challenge ; reporting (a) mass per unit volume","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","('blood serum specimen' or 'blood plasma specimen')","'glucose'","","","","","('scalar measurement datum' and 'has measurement unit label' some 'mass per unit volume')","","","","loinc:1526-3"
"turbo:TURBO_3000167","Quantitative assay for Ab.IgE against Alnus incana in Serum specimen [arbitrary clinical concentration/abundance unit]","","Grey Alder IgE Ab [Units/volume] in Serum","A(n) 'assay of specimen from organism' with evaluant: Serum; analyte: Ab.IgE against Alnus incana; reporting (a) arbitrary clinical concentration/abundance unit","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'blood serum specimen'","('IgE immunoglobulin complex' and 'has disposition to bind' some 'Alnus incana')","","","","","('scalar measurement datum' and 'has measurement unit label' some 'arbitrary clinical concentration/abundance unit')","","","","loinc:15284-3"
"turbo:TURBO_3000168","Quantitative assay for Glucose in Serum or Plasma specimen , 3H post 100 g glucose PO challenge [mass per unit volume]","","Glucose [Mass/volume] in Serum or Plasma --3 hours post 100 g glucose PO","A(n) 'assay of specimen from organism' with evaluant: Serum or Plasma; analyte: Glucose, 3H post 100 g glucose PO challenge ; reporting (a) mass per unit volume","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","('blood serum specimen' or 'blood plasma specimen')","'glucose'","","","","","('scalar measurement datum' and 'has measurement unit label' some 'mass per unit volume')","","","","loinc:1530-5"
"turbo:TURBO_3000169","Quantitative assay for Busulfan in Serum or Plasma specimen [mass per unit volume]","","Busulfan [Mass/volume] in Serum or Plasma","A(n) 'assay of specimen from organism' with evaluant: Serum or Plasma; analyte: Busulfan; reporting (a) mass per unit volume","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","('blood serum specimen' or 'blood plasma specimen')","'busulfan'","","","","","('scalar measurement datum' and 'has measurement unit label' some 'mass per unit volume')","","","","loinc:15363-5"
"turbo:TURBO_3000170","Quantitative assay for Nordiazepam in Urine specimen [mass per unit volume]","","Nordiazepam [Mass/volume] in Urine","A(n) 'assay of specimen from organism' with evaluant: Urine; analyte: Nordiazepam; reporting (a) mass per unit volume","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'urine specimen'","'nordazepam'","","","","","('scalar measurement datum' and 'has measurement unit label' some 'mass per unit volume')","","","","loinc:15372-6"
"turbo:TURBO_3000171","Quantitative assay for Testosterone.free in Serum or Plasma specimen [percent]","","Testosterone Free/Testosterone.total in Serum or Plasma","A(n) 'assay of specimen from organism' with evaluant: Serum or Plasma; analyte: Testosterone.free; reporting (a) percent","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","('blood serum specimen' or 'blood plasma specimen')","'testosterone'","","","","","('scalar measurement datum' and 'has measurement unit label' some 'percent')","","","","loinc:15432-8"
"turbo:TURBO_3000173","Assay for Prunus dulcis in Serum specimen [categorical measurement datum]","","Almond IgE Ab RAST class [Presence] in Serum","A(n) 'assay of specimen from organism' with evaluant: Serum; analyte: Prunus dulcis; reporting (a) categorical measurement datum","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'blood serum specimen'","'Prunus dulcis'","","","","","'categorical measurement datum'","","","","loinc:15527-5"
"turbo:TURBO_3000174","Assay for Hordeum vulgare in Serum specimen [categorical measurement datum]","","Barley IgE Ab RAST class [Presence] in Serum","A(n) 'assay of specimen from organism' with evaluant: Serum; analyte: Hordeum vulgare; reporting (a) categorical measurement datum","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'blood serum specimen'","'Hordeum vulgare'","","","","","'categorical measurement datum'","","","","loinc:15555-6"
"turbo:TURBO_3000176","Assay for Bertholletia excelsa in Serum specimen [categorical measurement datum]","","Brazil Nut IgE Ab RAST class [Presence] in Serum","A(n) 'assay of specimen from organism' with evaluant: Serum; analyte: Bertholletia excelsa; reporting (a) categorical measurement datum","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'blood serum specimen'","'Bertholletia excelsa'","","","","","'categorical measurement datum'","","","","loinc:15586-1"
"turbo:TURBO_3000177","Assay for Fagopyrum esculentum in Serum specimen [categorical measurement datum]","","Buckwheat IgE Ab RAST class [Presence] in Serum","A(n) 'assay of specimen from organism' with evaluant: Serum; analyte: Fagopyrum esculentum; reporting (a) categorical measurement datum","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'blood serum specimen'","'Fagopyrum esculentum'","","","","","'categorical measurement datum'","","","","loinc:15591-1"
"turbo:TURBO_3000178","Assay for Daucus carota in Serum specimen [categorical measurement datum]","","Carrot IgE Ab RAST class [Presence] in Serum","A(n) 'assay of specimen from organism' with evaluant: Serum; analyte: Daucus carota; reporting (a) categorical measurement datum","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'blood serum specimen'","'Daucus carota'","","","","","'categorical measurement datum'","","","","loinc:15605-9"
"turbo:TURBO_3000179","Assay for Anacardium occidentale in Serum specimen [categorical measurement datum]","","Cashew nut IgE Ab RAST class [Presence] in Serum","A(n) 'assay of specimen from organism' with evaluant: Serum; analyte: Anacardium occidentale; reporting (a) categorical measurement datum","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'blood serum specimen'","'Anacardium occidentale'","","","","","'categorical measurement datum'","","","","loinc:15607-5"
"turbo:TURBO_3000180","Assay for Apium graveolens in Serum specimen [categorical measurement datum]","","Celery IgE Ab RAST class [Presence] in Serum","A(n) 'assay of specimen from organism' with evaluant: Serum; analyte: Apium graveolens; reporting (a) categorical measurement datum","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'blood serum specimen'","'Apium graveolens'","","","","","'categorical measurement datum'","","","","loinc:15618-2"
"turbo:TURBO_3000181","Assay for Cinnamomum spp in Serum specimen [categorical measurement datum]","","Cinnamon IgE Ab RAST class [Presence] in Serum","A(n) 'assay of specimen from organism' with evaluant: Serum; analyte: Cinnamomum spp; reporting (a) categorical measurement datum","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'blood serum specimen'","'Cinnamomum'","","","","","'categorical measurement datum'","","","","loinc:15641-4"
"turbo:TURBO_3000182","Assay for Cocos nucifera in Serum specimen [categorical measurement datum]","","Coconut IgE Ab RAST class [Presence] in Serum","A(n) 'assay of specimen from organism' with evaluant: Serum; analyte: Cocos nucifera; reporting (a) categorical measurement datum","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'blood serum specimen'","'Cocos nucifera'","","","","","'categorical measurement datum'","","","","loinc:15649-7"
