"Ontology ID","label","has curation status","alternative term","definition","definition source","example of usage","editor note","term editor","ontology term requester","term tracker item","logical type","logical note","parent class","material processing technique","detection technique","evaluant","analyte","device","reagent","molecular label","input","output","target entity","objective","associated axioms","database cross reference IRI"
"ID","A rdfs:label","AI has curation status","A alternative term SPLIT=|","A definition SPLIT=|","A definition source SPLIT=|","A example of usage SPLIT=|","A editor note SPLIT=|","A term editor SPLIT=|","A ontology term requester","AI term tracker item","CLASS_TYPE","","C % SPLIT=|","C 'has part' some % SPLIT=|","C 'has part' some % SPLIT=|","C (has_specified_input some (% and 'has role' some 'evaluant role')) and (realizes some ('evaluant role' and ('role of' some %))) SPLIT=|","C (has_specified_input some %) and (realizes some ('analyte role' and ('inheres in' some %)))","C (has_specified_input some %) and (realizes some (function and ('inheres in' some %))) SPLIT=|","C (has_specified_input some %) and (realizes some ('reagent role' and ('inheres in' some %)))","C (has_specified_input some %) and (realizes some ('molecular label role' and ('inheres in' some %)))","C has_specified_input some %","C has_specified_output some %","C has_specified_output some ('is about' some %)","C achieves_planned_objective some %","C %","AI oboInOwl:hasDbXref"
"turbo:TURBO_3000079","Assay for calcium ion in blood specimen [molarity]","","","An assay for calcium ion in blood specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","'blood specimen'","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'calcium ion'","","",""
"turbo:TURBO_3000080","Assay for carbon dioxide in blood serum or blood plasma specimen [molarity]","","","An assay for carbon dioxide in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'carbon dioxide'","","",""
"turbo:TURBO_3000081","Assay for thiamine in blood serum or blood plasma specimen [molarity]","","","An assay for thiamine in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'thiamine'","","",""
"turbo:TURBO_3000082","Assay for carotene in blood serum specimen [mass per unit volume concentration]","","","An assay for carotene in blood serum specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","'blood serum specimen'","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'carotene'","","",""
"turbo:TURBO_3000083","Assay for carbon dioxide in blood specimen [molarity]","","","An assay for carbon dioxide in blood specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","'blood specimen'","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'carbon dioxide'","","",""
"turbo:TURBO_3000084","Assay for vancomycin in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for vancomycin in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'vancomycin'","","",""
"turbo:TURBO_3000085","Assay for alpha-aminobutyrate in blood serum or blood plasma specimen [molarity]","","","An assay for alpha-aminobutyrate in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'alpha-aminobutyrate'","","",""
"turbo:TURBO_3000086","Assay for alanine in blood serum or blood plasma specimen [molarity]","","","An assay for alanine in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'alanine'","","",""
"turbo:TURBO_3000087","Assay for arginine in blood serum or blood plasma specimen [molarity]","","","An assay for arginine in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'arginine'","","",""
"turbo:TURBO_3000088","Assay for asparagine in blood serum or blood plasma specimen [molarity]","","","An assay for asparagine in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'asparagine'","","",""
"turbo:TURBO_3000089","Assay for aspartate in blood serum or blood plasma specimen [molarity]","","","An assay for aspartate in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'aspartate'","","",""
"turbo:TURBO_3000090","Assay for citrulline in blood serum or blood plasma specimen [molarity]","","","An assay for citrulline in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'citrulline'","","",""
"turbo:TURBO_3000091","Assay for glutamic acid in blood serum or blood plasma specimen [molarity]","","","An assay for glutamic acid in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'glutamic acid'","","",""
"turbo:TURBO_3000092","Assay for glutamine in blood serum or blood plasma specimen [molarity]","","","An assay for glutamine in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'glutamine'","","",""
"turbo:TURBO_3000093","Assay for ceruloplasmin in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for ceruloplasmin in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'ceruloplasmin'","","",""
"turbo:TURBO_3000094","Assay for glycine in blood serum or blood plasma specimen [molarity]","","","An assay for glycine in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'glycine'","","",""
"turbo:TURBO_3000095","Assay for histidine in blood serum or blood plasma specimen [molarity]","","","An assay for histidine in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'histidine'","","",""
"turbo:TURBO_3000096","Assay for hydroxyproline in blood serum or blood plasma specimen [molarity]","","","An assay for hydroxyproline in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'hydroxyproline'","","",""
"turbo:TURBO_3000097","Assay for isoleucine in blood serum or blood plasma specimen [molarity]","","","An assay for isoleucine in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'isoleucine'","","",""
"turbo:TURBO_3000098","Assay for leucine in blood serum or blood plasma specimen [molarity]","","","An assay for leucine in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'leucine'","","",""
"turbo:TURBO_3000099","Assay for lysine in blood serum or blood plasma specimen [molarity]","","","An assay for lysine in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'lysine'","","",""
"turbo:TURBO_3000100","Assay for methionine in blood serum or blood plasma specimen [molarity]","","","An assay for methionine in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'methionine'","","",""
"turbo:TURBO_3000101","Assay for ornithine in blood serum or blood plasma specimen [molarity]","","","An assay for ornithine in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'ornithine'","","",""
"turbo:TURBO_3000102","Assay for proline in blood serum or blood plasma specimen [molarity]","","","An assay for proline in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'proline'","","",""
"turbo:TURBO_3000103","Assay for serine in blood serum or blood plasma specimen [molarity]","","","An assay for serine in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'serine'","","",""
"turbo:TURBO_3000104","Assay for taurine in blood serum or blood plasma specimen [molarity]","","","An assay for taurine in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'taurine'","","",""
"turbo:TURBO_3000105","Assay for threonine in blood serum or blood plasma specimen [molarity]","","","An assay for threonine in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'threonine'","","",""
"turbo:TURBO_3000106","Assay for tryptophan in blood serum or blood plasma specimen [molarity]","","","An assay for tryptophan in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'tryptophan'","","",""
"turbo:TURBO_3000107","Assay for tyrosine in blood serum or blood plasma specimen [molarity]","","","An assay for tyrosine in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'tyrosine'","","",""
"turbo:TURBO_3000108","Assay for valine in blood serum or blood plasma specimen [molarity]","","","An assay for valine in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'valine'","","",""
"turbo:TURBO_3000109","Assay for chloride in blood specimen [molarity]","","","An assay for chloride in blood specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","'blood specimen'","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'chloride'","","",""
"turbo:TURBO_3000110","Assay for chloride in blood serum or blood plasma specimen [molarity]","","","An assay for chloride in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'chloride'","","",""
"turbo:TURBO_3000111","Assay for chloride in urine specimen [molarity]","","","An assay for chloride in urine specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","'urine specimen'","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'chloride'","","",""
"turbo:TURBO_3000112","Assay for high-density lipoprotein cholesterol in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for high-density lipoprotein cholesterol in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'high-density lipoprotein cholesterol'","","",""
"turbo:TURBO_3000113","Assay for intermediate-density lipoprotein in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for intermediate-density lipoprotein in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'intermediate-density lipoprotein'","","",""
"turbo:TURBO_3000114","Assay for low-density lipoprotein cholesterol in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for low-density lipoprotein cholesterol in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'low-density lipoprotein cholesterol'","","",""
"turbo:TURBO_3000115","Assay for very-low-density lipoprotein cholesterol in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for very-low-density lipoprotein cholesterol in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'very-low-density lipoprotein cholesterol'","","",""
"turbo:TURBO_3000116","Assay for cholesterol in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for cholesterol in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'cholesterol'","","",""
"turbo:TURBO_3000117","Assay for cholinesterase in blood serum or blood plasma specimen [catalytic (activity) concentration]","","","An assay for cholinesterase in blood serum or blood plasma specimen that generates a scalar datum with catalytic (activity) concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'catalytic (activity) concentration unit')","'cholinesterase'","","",""
"turbo:TURBO_3000118","Assay for cobalamins in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for cobalamins in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'cobalamins'","","",""
"turbo:TURBO_3000119","Assay for Leptin in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for Leptin in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'Leptin'","","",""
"turbo:TURBO_3000120","Assay for corticotropin in blood plasma specimen [mass per unit volume concentration]","","","An assay for corticotropin in blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","'blood plasma specimen'","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'corticotropin'","","",""
"turbo:TURBO_3000121","Assay for cortisol in saliva specimen [mass per unit volume concentration]","","","An assay for cortisol in saliva specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","'saliva specimen'","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'cortisol'","","",""
"turbo:TURBO_3000122","Assay for cortisol in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for cortisol in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'cortisol'","","",""
"turbo:TURBO_3000123","Assay for creatine in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for creatine in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'creatine'","","",""
"turbo:TURBO_3000124","Assay for creatine kinase in blood serum or blood plasma specimen [catalytic (activity) concentration]","","","An assay for creatine kinase in blood serum or blood plasma specimen that generates a scalar datum with catalytic (activity) concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'catalytic (activity) concentration unit')","'creatine kinase'","","",""
"turbo:TURBO_3000125","Assay for tryptase in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for tryptase in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'tryptase'","","",""
"turbo:TURBO_3000126","Assay for creatinine in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for creatinine in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'creatinine'","","",""
"turbo:TURBO_3000127","Assay for creatinine in urine specimen [mass per unit volume concentration]","","","An assay for creatinine in urine specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","'urine specimen'","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'creatinine'","","",""
"turbo:TURBO_3000128","Assay for dehydroepiandrosterone sulfate in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for dehydroepiandrosterone sulfate in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'dehydroepiandrosterone sulfate'","","",""
"turbo:TURBO_3000129","Assay for dehydroepiandrosterone in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for dehydroepiandrosterone in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'dehydroepiandrosterone'","","",""
"turbo:TURBO_3000130","Assay for dopamine in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for dopamine in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'dopamine'","","",""
"turbo:TURBO_3000131","Assay for dopamine in urine specimen [mass per unit volume concentration]","","","An assay for dopamine in urine specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","'urine specimen'","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'dopamine'","","",""
"turbo:TURBO_3000132","Assay for adrenaline in blood plasma specimen [mass per unit volume concentration]","","","An assay for adrenaline in blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","'blood plasma specimen'","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'adrenaline'","","",""
"turbo:TURBO_3000133","Assay for vitamin D2 in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for vitamin D2 in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'vitamin D2'","","",""
"turbo:TURBO_3000134","Assay for estradiol in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for estradiol in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'estradiol'","","",""
"turbo:TURBO_3000135","Assay for estriol in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for estriol in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'estriol'","","",""
"turbo:TURBO_3000136","Assay for estrone in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for estrone in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'estrone'","","",""
