FK_LAB_RESULT_ITEM_ID,LAB_RESULT_ITEM_CODE,LAB_RESULT_ITEM_DESCRIPTION,LOINC,ordercount,loinc_uri
4856147,B-G Tocopherol,Beta-Gamma Tocopherol,11038-7,3455,http://purl.bioontology.org/ontology/LNC/11038-7
4855476,G6PD Qual,Glucose-6-PD Qualitative,2356-4,3449,http://purl.bioontology.org/ontology/LNC/2356-4
4857099,Apo B,Apolipoprotein B,1871-3,3444,http://purl.bioontology.org/ontology/LNC/1871-3
11920387,ETHNICITY,ETHNICITY: (LC),42784-9,3435,http://purl.bioontology.org/ontology/LNC/42784-9
252002,PROSTATE SPECIFIC ANTIGEN TOTAL,PROSTATE SPECIFIC AG,2857-1,3434,http://purl.bioontology.org/ontology/LNC/2857-1
11844138,PROSTATE SPECIFIC ANTIGEN SCREENING,PSA SCREENING (CCH),2857-1,3430,http://purl.bioontology.org/ontology/LNC/2857-1
4856544,HEPAB SER,Hep Assoc Anti-PLT AB by SER,34701-3,3430,http://purl.bioontology.org/ontology/LNC/34701-3
11845093,BASOPHILIC STIPPLING,BASOPHILLIC STIPPLING (CCH),703-9,3418,http://purl.bioontology.org/ontology/LNC/703-9
171144,SERINE PROTEASE 3 AN,C SERINE PROTEASE 3 AN,6968-2,3416,http://purl.bioontology.org/ontology/LNC/6968-2
159836,ANCA SLIDE EVAL,C ANCA SLIDE EVAL,21419-7,3415,http://purl.bioontology.org/ontology/LNC/21419-7
160576,"TISSUE TRANSGLUTAMINASE ANTIBODY, IGA","Q TISSUE TRANSGLUTAMINASE ANTIBODY, IGA",31017-7,3393,http://purl.bioontology.org/ontology/LNC/31017-7
163359,CALCIUM IONIZED,C IONIZED CALCIUM (MMOL/L),1994-3,3392,http://purl.bioontology.org/ontology/LNC/1994-3
4859329,CSF Bands,CSF Oligoclonal Bands,48668-8,3391,http://purl.bioontology.org/ontology/LNC/48668-8
4860100,Apo B/A1 Ratio,Apolipoprotein B/A1 Ratio,1874-7,3387,http://purl.bioontology.org/ontology/LNC/1874-7
4855546,Hepatitis Be Ag,Hepatitis Be Antigen,13954-3,3385,http://purl.bioontology.org/ontology/LNC/13954-3
159272,CALCIUM IONIZED,C IONIZED CALCIUM (ADJUSTED TO PH 7.4),47598-8,3361,http://purl.bioontology.org/ontology/LNC/47598-8
4861282,CMV IgM Torch,CMV Antibody IgM PAH,5126-8,3358,http://purl.bioontology.org/ontology/LNC/5126-8
11845015,ACTIVATED CLOTTING TIME LOW RANGE,ACTIVATED CLOTTING TIME LOW RANGE (CCH),3184-9,3348,http://purl.bioontology.org/ontology/LNC/3184-9
160048,THYROID PEROXIDASE ANTIBODY,Q THYROID PEROXIDASE ANTIBODIES,8099-4,3348,http://purl.bioontology.org/ontology/LNC/8099-4
7809005,C PH CAP,C PH CAP,2745-8,3330,http://purl.bioontology.org/ontology/LNC/2745-8
7806005,PCO2 CAPILLARY,C PCO2 CAP,2020-6,3328,http://purl.bioontology.org/ontology/LNC/2020-6
4860512,GLU0,Glucose 0 Min,1547-9,3325,http://purl.bioontology.org/ontology/LNC/1547-9
7805005,PO2 CAPILLARY,C PO2 CAP,2704-5,3325,http://purl.bioontology.org/ontology/LNC/2704-5
7810005,BASE EXCESS CAPILLARY,C BASE EXCESS CAP,1926-5,3305,http://purl.bioontology.org/ontology/LNC/1926-5
4858003,17 Hydroxyprog,17-d Hydroxyprogesterone,1668-3,3303,http://purl.bioontology.org/ontology/LNC/1668-3
6745004,Asp Fum M3,Asp Fum M3,6025-1,3302,http://purl.bioontology.org/ontology/LNC/6025-1
6751004,Mites D Pterony D1,Mites D Pterony D1,6096-2,3301,http://purl.bioontology.org/ontology/LNC/6096-2
4862909,POC Hemoglobin,Hemoglobin Point of Care,30352-9,3298,http://purl.bioontology.org/ontology/LNC/30352-9
159239,CARBAMAZEPINE,C CARBAMAZEPINE,3432-2,3297,http://purl.bioontology.org/ontology/LNC/3432-2
4861712,MDEA,MethyleneDioxyEthylAmphetamine,61048-5,3290,http://purl.bioontology.org/ontology/LNC/61048-5
4857296,Comment Urine,Comment Urine,69050-3,3290,http://purl.bioontology.org/ontology/LNC/69050-3
4860211,Cat Dander E1,Cat Dander E1,6833-8,3289,http://purl.bioontology.org/ontology/LNC/6833-8
171885,HPV HIGH RISK (SUREP,HPV HIGH RISK (SUREP,49896-4,3288,http://purl.bioontology.org/ontology/LNC/49896-4
4869248,U Eos,Urine Eosinophils,32014-3,3286,http://purl.bioontology.org/ontology/LNC/32014-3
11916678,COMPLEMENT C4 FRACTI,COMPLEMENT C4 (LC),4498-2,3278,http://purl.bioontology.org/ontology/LNC/4498-2
4859369,Dog Dander E5,Dog Dander E5,6098-8,3276,http://purl.bioontology.org/ontology/LNC/6098-8
167222,"TUBE# CSF, TP","TUBE# CSF, TP",19157-7,3272,http://purl.bioontology.org/ontology/LNC/19157-7
159339,UCOC,C UCOC,14315-6,3269,http://purl.bioontology.org/ontology/LNC/14315-6
163698,LEAD (BLOOD),C LEAD (BLOOD),5671-3,3258,http://purl.bioontology.org/ontology/LNC/5671-3
11845005,"DAT, ANTI-IGG COOMBS SERUM","DAT, ANTI-IGG COOMBS SERUM (CCH)",55776-9,3257,http://purl.bioontology.org/ontology/LNC/55776-9
11842342,LAMBDA FLC,LAMBDA QNT FREE LIGHT CHAINS (SERUM) (CCH),33944-0,3247,http://purl.bioontology.org/ontology/LNC/33944-0
11844339,KAPPA QNT FREE LIGHT CHAIN (SERUM),KAPPA QNT FREE LIGHT CHAIN (SERUM) (CCH),36916-5,3247,http://purl.bioontology.org/ontology/LNC/36916-5
11843340,KAPPA LAMBDA FREE LIGHT CHAIN RATION (SERUM),KAPPA LAMBDA FREE LIGHT CHAIN RATION (SERUM) (CCH),40844-3,3247,http://purl.bioontology.org/ontology/LNC/40844-3
6753003,Mites D Farinae D2,Mites D Farinae D2,6095-4,3247,http://purl.bioontology.org/ontology/LNC/6095-4
4863279,UTHC,9-Carboxy-THC Conf,19382-1,3240,http://purl.bioontology.org/ontology/LNC/19382-1
6748005,Common Ragweed W1,Common Ragweed W1,6085-5,3239,http://purl.bioontology.org/ontology/LNC/6085-5
6748004,Oak Tree T7,Oak Tree T7,6189-5,3235,http://purl.bioontology.org/ontology/LNC/6189-5
6746004,Timothy G6,Timothy G6,6265-3,3234,http://purl.bioontology.org/ontology/LNC/6265-3
4862079,Amikacin Tr,Amikacin Trough,3321-7,3230,http://purl.bioontology.org/ontology/LNC/3321-7
8906003,C Telopeptide.,"Beta-Crosslaps, C Telopeptide, CTx",41171-0,3230,http://purl.bioontology.org/ontology/LNC/41171-0
6741004,Alternat M6,Alternat M6,6020-2,3225,http://purl.bioontology.org/ontology/LNC/6020-2
11842027,% LYMPHOCYTES ATYPICAL,ATYPICAL LYMPHOCYTE (CCH),735-1,3225,http://purl.bioontology.org/ontology/LNC/735-1
4858570,HLA B27,HLA B27,4821-5,3223,http://purl.bioontology.org/ontology/LNC/4821-5
4860851,Parvo B19 IgG,Parvovirus B19 IgG Antibody,5273-8,3210,http://purl.bioontology.org/ontology/LNC/5273-8
4855851,Parvo B19 IgM,Parvovirus B19 IgM Antibody,5274-6,3206,http://purl.bioontology.org/ontology/LNC/5274-6
171378,HTLVI-II EIA,C HTLVI-II EIA,21347-0,3205,http://purl.bioontology.org/ontology/LNC/21347-0
199001,LYME DISEASE AB (IGG) WB,Q LYME DISEASE AB (IGG) *,6320-6,3205,http://purl.bioontology.org/ontology/LNC/6320-6
4861867,PCR CMV,Cytomegalovirus by PCR,4998-1,3202,http://purl.bioontology.org/ontology/LNC/4998-1
201004,Q LYME DISEASE AB (IGM) WB,Q LYME DISEASE AB (IGM) WB,6321-4,3202,http://purl.bioontology.org/ontology/LNC/6321-4
171267,# BAND NEUTROPHILS,Q # BAND NEUTROPHILS,26507-4,3198,http://purl.bioontology.org/ontology/LNC/26507-4
1411013,% CD3,Q % CD3 (MATURE T C*,8124-0,3197,http://purl.bioontology.org/ontology/LNC/8124-0
11922698,CORTISOL,CORTISOL (LC),2143-6,3194,http://purl.bioontology.org/ontology/LNC/2143-6
1409013,ABSOLUTE CD3,Q ABSOLUTE CD3+ CEL*,8122-4,3184,http://purl.bioontology.org/ontology/LNC/8122-4
170847,URINE IMMUNO IDENTIT,C URINE IMMUNO IDENTIT,29585-7,3180,http://purl.bioontology.org/ontology/LNC/29585-7
160599,"BK VIRUS DNA, QUANT","BK VIRUS DNA, QUANT",43201-3,3176,http://purl.bioontology.org/ontology/LNC/43201-3
6752005,Birch Tree T3,Birch Tree T3,15283-5,3174,http://purl.bioontology.org/ontology/LNC/15283-5
6754004,Elder/Maple Tr T1,Elder/Maple Tr T1,7155-5,3167,http://purl.bioontology.org/ontology/LNC/7155-5
11843067,RED BLOOD CELLS FLUID,FLUID RBC'S (CCH),23860-0,3166,http://purl.bioontology.org/ontology/LNC/23860-0
11841069,WBC FLUID,FLUID WBC'S (CCH),57845-0,3166,http://purl.bioontology.org/ontology/LNC/57845-0
4868014,RST,vWF:RCo,4680-5,3156,http://purl.bioontology.org/ontology/LNC/4680-5
165459,Q DHEA S,Q DHEA S,2191-5,3153,http://purl.bioontology.org/ontology/LNC/2191-5
6740003,P Notatm M1,P Notatm M1,6212-5,3147,http://purl.bioontology.org/ontology/LNC/6212-5
10412007,Alanine Aminotransferase,Alanine Aminotransferase,1742-6,3145,http://purl.bioontology.org/ontology/LNC/1742-6
10413007,Aspartate Aminotransferase,Aspartate Aminotransferase,1920-8,3145,http://purl.bioontology.org/ontology/LNC/1920-8
4858573,HLA LRDQ,HLA QB Low Resolution,13305-8,3125,http://purl.bioontology.org/ontology/LNC/13305-8
164355,SICKLE CELLS,C SICKLE CELLS,801-1,3119,http://purl.bioontology.org/ontology/LNC/801-1
2206001,HEPATITIS B CORE IGM,C HEPATITIS B CORE IGM,31204-1,3115,http://purl.bioontology.org/ontology/LNC/31204-1
4858535,HDL CHOL,HDL Cholesterol (Lipid Lab),2085-9,3114,http://purl.bioontology.org/ontology/LNC/2085-9
4858266,Chol Total,Total Cholesterol,2093-3,3114,http://purl.bioontology.org/ontology/LNC/2093-3
4860671,LDL Chol,LDL Cholesterol,13457-7,3112,http://purl.bioontology.org/ontology/LNC/13457-7
159291,SALICYLATE,C SALICYLATE,4024-6,3100,http://purl.bioontology.org/ontology/LNC/4024-6
159669,ALDOSTERONE,C ALDOSTERONE,1763-2,3096,http://purl.bioontology.org/ontology/LNC/1763-2
6754006,Elm Tree T8,Elm Tree T8,6109-3,3088,http://purl.bioontology.org/ontology/LNC/6109-3
4864238,UA Waxy Cast,Urine Waxy Cast,5819-8,3087,http://purl.bioontology.org/ontology/LNC/5819-8
6751003,Giant Ragweed W3,Giant Ragweed W3,6124-2,3070,http://purl.bioontology.org/ontology/LNC/6124-2
4860546,Hepatitis Be Ab,Hepatitis Be Antibody,13953-5,3066,http://purl.bioontology.org/ontology/LNC/13953-5
11841129,PATHOLOGIST REVIEW,PATHOLOGIST REVIEW (CCH),14869-2,3056,http://purl.bioontology.org/ontology/LNC/14869-2
11845064,% LYMPHOCYTES FLUID,FLD LYMPHS (CCH),13941-0,3054,http://purl.bioontology.org/ontology/LNC/13941-0
6276003,CSF Oligo Bands Number,CSF Oligoclonal Bands Number,12782-9,3049,http://purl.bioontology.org/ontology/LNC/12782-9
11845067,% NEUTROPHILS FLUID,FLD NEUTROPHILS (CCH),30230-7,3048,http://purl.bioontology.org/ontology/LNC/30230-7
4865293,Viscosity,Viscosity,3128-6,3028,http://purl.bioontology.org/ontology/LNC/3128-6
6742005,Ryegrass G5,Ryegrass G5,7369-2,3028,http://purl.bioontology.org/ontology/LNC/7369-2
4856592,HTLVI-II EIA,HTLVI-II EIA,21347-0,3009,http://purl.bioontology.org/ontology/LNC/21347-0
6745005,Orchard G G3,Orchard G G3,6195-2,3002,http://purl.bioontology.org/ontology/LNC/6195-2
6751005,Beech Tree T5,Beech Tree T5,6038-4,2986,http://purl.bioontology.org/ontology/LNC/6038-4
6751006,White Ash T15,White Ash T15,6278-6,2982,http://purl.bioontology.org/ontology/LNC/6278-6
6753004,Vernal Gr G1,Vernal Gr G1,6261-2,2968,http://purl.bioontology.org/ontology/LNC/6261-2
1296001,PROTEIN TOTAL 24 HR UR,Q URINE PROTEIN MG/24H,2889-4,2961,http://purl.bioontology.org/ontology/LNC/2889-4
11844144,RETICULOCYTES,RETIC COUNT (CCH),17849-1,2938,http://purl.bioontology.org/ontology/LNC/17849-1
171907,BK QNT SOURCE,BK QNT SOURCE,31208-2,2937,http://purl.bioontology.org/ontology/LNC/31208-2
11845082,IMMATURE RETICULOCYTE FRACTION,IMMATURE RETICULOCYTE FRACTION (CCH),33516-6,2935,http://purl.bioontology.org/ontology/LNC/33516-6
11843145,ABS RETICULOCTYE,ABS RETICULOCTYE (CCH),60474-4,2932,http://purl.bioontology.org/ontology/LNC/60474-4
11842145,RETICULOCTYE HEMOGLOBIN EQUIVALENT,RETICULOCTYE HEMOGLOBIN EQUIVALENT (CCH),71694-4,2931,http://purl.bioontology.org/ontology/LNC/71694-4
4864244,UA WBC Cast,Urine WBC Cast,5820-6,2922,http://purl.bioontology.org/ontology/LNC/5820-6
4856943,Prot S Imm,Protein S Immunologic,27823-4,2914,http://purl.bioontology.org/ontology/LNC/27823-4
1546001,PRO BNP N TERMINAL,"Q PRO-BNP, N-TERMINAL",33762-6,2914,http://purl.bioontology.org/ontology/LNC/33762-6
4860096,Anti Xa,Anti Xa (Heparin) Assay,3274-8,2907,http://purl.bioontology.org/ontology/LNC/3274-8
11921481,THYROGLOBULIN - TG-RIA (LC),THYROGLOBULIN (TG-RIA) (LC),3013-0,2904,http://purl.bioontology.org/ontology/LNC/3013-0
11923513,THYROGLOBULIN AB (LC),ANTI-THYROGLOBULIN ANTIBODIES (LC),8098-6,2897,http://purl.bioontology.org/ontology/LNC/8098-6
11920580,THYROGLOBULIN - ICMA (LC),THYROGLOBULIN (ICMA) (LC),3013-0,2893,http://purl.bioontology.org/ontology/LNC/3013-0
164982,"HSV I/II AB SCREEN,","C HSV I/II AB SCREEN,",27948-9,2890,http://purl.bioontology.org/ontology/LNC/27948-9
6740005,Helminth M8,Helminth M8,6138-2,2890,http://purl.bioontology.org/ontology/LNC/6138-2
6749003,Cottonwood Tree T14,Cottonwood Tree T14,6090-5,2888,http://purl.bioontology.org/ontology/LNC/6090-5
17716003,INFLUENZA A,FLU A,34487-9,2886,http://purl.bioontology.org/ontology/LNC/34487-9
17720003,INFLUENZA B,FLU B,40982-1,2885,http://purl.bioontology.org/ontology/LNC/40982-1
6739004,Epicoccum M14,Epicoccum M14,6111-9,2884,http://purl.bioontology.org/ontology/LNC/6111-9
4862768,NEUTR,Hep B S Antigen Confirmation,65633-0,2880,http://purl.bioontology.org/ontology/LNC/65633-0
17719003,RESPIRATORY SYNCYTIAL VIRUS,RSV,40988-8,2879,http://purl.bioontology.org/ontology/LNC/40988-8
163767,RENIN,C RENIN ACTIVITY,2915-7,2876,http://purl.bioontology.org/ontology/LNC/2915-7
4855047,ACHr Binding Ab,Acetylcholine Receptor Binding Antibody,11034-6,2846,http://purl.bioontology.org/ontology/LNC/11034-6
11913021,EGFR AFRICAN AMERICAN,EGFR AFRICAN AMERICAN (Q),48643-1,2842,http://purl.bioontology.org/ontology/LNC/48643-1
11841203,"HEPATITIS B VIRUS CORE AB, IGM","HEPATITIS B VIRUS CORE AB, IGM (CCH)",22319-8,2841,http://purl.bioontology.org/ontology/LNC/22319-8
11844202,"HEPATITIS A VIRUS AB, IGM","HEPATITIS A VIRUS AB, IGM (CCH)",22314-9,2837,http://purl.bioontology.org/ontology/LNC/22314-9
4861652,JO-1 Ab,JO-1 Antibody,11565-9,2822,http://purl.bioontology.org/ontology/LNC/11565-9
159195,B/A1 RATIO,C B/A1 RATIO,1874-7,2820,http://purl.bioontology.org/ontology/LNC/1874-7
4859721,Mercury Lvl,Mercury Level,5685-3,2819,http://purl.bioontology.org/ontology/LNC/5685-3
4864300,Voriconazole,Voriconazole Level,38370-3,2808,http://purl.bioontology.org/ontology/LNC/38370-3
4855634,INSFAST,INSULIN FASTING,27873-9,2806,http://purl.bioontology.org/ontology/LNC/27873-9
160716,BK INTERP,BK INTERP,62365-2,2801,http://purl.bioontology.org/ontology/LNC/62365-2
165198,KEPPRA (LEVETIRACETA,C KEPPRA,30471-7,2800,http://purl.bioontology.org/ontology/LNC/30471-7
164931,URIC ACID CRYSTALS,URIC ACID CRYSTALS,5817-2,2793,http://purl.bioontology.org/ontology/LNC/5817-2
6742004,Cephalospo M202,Cephalospo M202,6066-5,2788,http://purl.bioontology.org/ontology/LNC/6066-5
165141,SOURCE FOR HPVDP,C SOURCE FOR HPVDP,31208-2,2774,http://purl.bioontology.org/ontology/LNC/31208-2
7391014,ASPERGILLUS,"Allergen,Fungi/Mold A. Fumigatus",6025-1,2763,http://purl.bioontology.org/ontology/LNC/6025-1
9890003,UR FENTANYL CONF,UR FENTANYL CONF,40839-3,2755,http://purl.bioontology.org/ontology/LNC/40839-3
16257006,AMH,Anti Mullerian Hormone,38476-8,2751,http://purl.bioontology.org/ontology/LNC/38476-8
11911021,EGFR NON AFRICAN AMERICAN,EGFR NON-AFR. AMERICAN (Q),33914-3,2749,http://purl.bioontology.org/ontology/LNC/33914-3
12369075,BETA 2 GLOBULIN,BETA 2 GLOBULIN (Q),32731-2,2748,http://purl.bioontology.org/ontology/LNC/32731-2
159580,RPR TITER,C RPR-QUANTITATIVE,31147-2,2747,http://purl.bioontology.org/ontology/LNC/31147-2
7329003,ALTERNATAS,"Allergen, Fungi/Mold A. Alternatas",6020-2,2727,http://purl.bioontology.org/ontology/LNC/6020-2
7324005,D PTERONY,"Allergen, Mites D. Pteronyssinus",6096-2,2726,http://purl.bioontology.org/ontology/LNC/6096-2
7330004,D FARINAE,"Allergen, Mites D. Farinae",6095-4,2725,http://purl.bioontology.org/ontology/LNC/6095-4
6752004,Pecan Tree T22,Pecan Tree T22,6209-1,2724,http://purl.bioontology.org/ontology/LNC/6209-1
774007,BUN/CREATININE,BUN/CREATININE,3097-3,2715,http://purl.bioontology.org/ontology/LNC/3097-3
7324009,CAT DANDER,"Allergen, Cat Dander",6833-8,2714,http://purl.bioontology.org/ontology/LNC/6833-8
7364005,DOG DANDER,"Allergen, Dog Dander",6098-8,2698,http://purl.bioontology.org/ontology/LNC/6098-8
11845092,# LYMPH ATYPICAL,ABS ATYPICAL LYMPHOCYTE (CCH),734-4,2692,http://purl.bioontology.org/ontology/LNC/734-4
7324008,CM RAGWEED,"Allergen, Weed Common/Short Ragweed",6085-5,2687,http://purl.bioontology.org/ontology/LNC/6085-5
7327006,TIMOTHY GRASS,"Allergen, Grass Timothy Grass",6265-3,2685,http://purl.bioontology.org/ontology/LNC/6265-3
7324006,BIRCH TREE,"Allergen, Tree Birch Tree",15283-5,2681,http://purl.bioontology.org/ontology/LNC/15283-5
7326007,OAK TREE,"Allergen, Tree Oak Tree",6189-5,2681,http://purl.bioontology.org/ontology/LNC/6189-5
165153,IMMUNOGLOBULIN E,C IMMUNOGLOBULIN E,19113-0,2675,http://purl.bioontology.org/ontology/LNC/19113-0
7325006,MAPLE TREE,"Allergen, Tree Box Elder/Maple Tree",6168-9,2670,http://purl.bioontology.org/ontology/LNC/6168-9
4862369,Dog Epithelium E2,Dog Epithelium E2,6099-6,2666,http://purl.bioontology.org/ontology/LNC/6099-6
171123,FC SLIDE REVIEW BY P,C FC SLIDE REVIEW BY P,59465-5,2665,http://purl.bioontology.org/ontology/LNC/59465-5
7328005,P NOTATUM,"Allergen, Fungi/Mold P. Notatum",6212-5,2658,http://purl.bioontology.org/ontology/LNC/6212-5
4859573,HLA LRB,HLA B Low Resolution,13299-3,2655,http://purl.bioontology.org/ontology/LNC/13299-3
7324003,DOG EPITHELIUM,"Allergen, Dog Epithelium",6099-6,2650,http://purl.bioontology.org/ontology/LNC/6099-6
11508004,ALT,ALT (Q),1742-6,2647,http://purl.bioontology.org/ontology/LNC/1742-6
159670,ACTH,C ACTH,2141-0,2643,http://purl.bioontology.org/ontology/LNC/2141-0
170771,UREA NITROGEN URINE,C URINE UREA NITROGEN,12967-6,2641,http://purl.bioontology.org/ontology/LNC/12967-6
4858107,Arsenic,Arsenic Level,5583-0,2633,http://purl.bioontology.org/ontology/LNC/5583-0
159666,RAST 1 ALLERGEN,C RAST 1 ALLERGEN,33536-4,2622,http://purl.bioontology.org/ontology/LNC/33536-4
5026026,Strongyl IgG,"Strongyloides Antibody, IgG By ELISA",34376-4,2622,http://purl.bioontology.org/ontology/LNC/34376-4
160378,GLUCOSE,"Q GLUCOSE, FASTING",1558-6,2621,http://purl.bioontology.org/ontology/LNC/1558-6
171686,"GLUCOSE, 1 HOUR","Q GLUCOSE, 1 HOUR",12646-6,2617,http://purl.bioontology.org/ontology/LNC/12646-6
166606,"GLUCOSE, 2 HOUR","Q GLUCOSE, 2 HOUR",12610-2,2614,http://purl.bioontology.org/ontology/LNC/12610-2
11844005,WEAK D,WEAK D (CCH),972-0,2613,http://purl.bioontology.org/ontology/LNC/972-0
7329007,GT RAGWEED,"Allergen, Weed Giant Ragweed",6124-2,2607,http://purl.bioontology.org/ontology/LNC/6124-2
11912023,CALCIUM,CALCIUM (Q),17861-6,2602,http://purl.bioontology.org/ontology/LNC/17861-6
4859527,HAV-R,HAV-R,22315-6,2595,http://purl.bioontology.org/ontology/LNC/22315-6
7328007,ELM TREE,"Allergen, Tree Elm Tree",6109-3,2595,http://purl.bioontology.org/ontology/LNC/6109-3
11842065,% MONOCYTES FLUID,FLD MONOCYTES (CCH),10330-9,2592,http://purl.bioontology.org/ontology/LNC/10330-9
6741005,Johnson G G10,Johnson G G10,6152-3,2588,http://purl.bioontology.org/ontology/LNC/6152-3
7328006,RYE GRASS,"Allergen, Grass Perennial Rye Grass",7369-2,2587,http://purl.bioontology.org/ontology/LNC/7369-2
4862099,Apo A,Apolipoprotein A,1869-7,2585,http://purl.bioontology.org/ontology/LNC/1869-7
4870235,U24 Sodium,Urine 24 Hour Sodium,21525-1,2585,http://purl.bioontology.org/ontology/LNC/21525-1
6747007,Cockroach I6,Cockroach I6,6078-0,2585,http://purl.bioontology.org/ontology/LNC/6078-0
11809003,CREATININE,CREATININE (Q),2160-0,2584,http://purl.bioontology.org/ontology/LNC/2160-0
160379,"GLUCOSE, 3 HOUR","Q GLUCOSE, 3 HOUR",1530-5,2581,http://purl.bioontology.org/ontology/LNC/1530-5
159448,CALCIUM URINE,C URINE CALCIUM (MG/DL),35675-8,2575,http://purl.bioontology.org/ontology/LNC/35675-8
159220,ALPHA1 ANTITR,ALPHA1 ANTITR,1825-9,2573,http://purl.bioontology.org/ontology/LNC/1825-9
11841335,"IMMUNOGLOBULIN G, SERUM","IMMUNOGLOBULIN G, SERUM (CCH)",2465-3,2571,http://purl.bioontology.org/ontology/LNC/2465-3
159850,"METHYLMALONIC ACID,","C METHYLMALONIC ACID,",13964-2,2568,http://purl.bioontology.org/ontology/LNC/13964-2
4857479,Gastrin,Gastrin Level,2333-3,2549,http://purl.bioontology.org/ontology/LNC/2333-3
11915020,UREA NITROGEN,UREA NITROGEN (BUN) (Q),3094-0,2547,http://purl.bioontology.org/ontology/LNC/3094-0
7325005,JOHNSON GRASS,"Allergen, Grass Johnson Grass",6152-3,2545,http://purl.bioontology.org/ontology/LNC/6152-3
7329005,ORCHARD GRASS,"Allergen, Grass Orchard Grass/Cocksfoot",6195-2,2544,http://purl.bioontology.org/ontology/LNC/6195-2
4869237,UA Trichomonas,Urine Trichomonas,32724-7,2542,http://purl.bioontology.org/ontology/LNC/32724-7
7330005,BEECH TREE,"Allergen, Tree American Beech Tree",6038-4,2537,http://purl.bioontology.org/ontology/LNC/6038-4
11808005,SODIUM,SODIUM (Q),2951-2,2529,http://purl.bioontology.org/ontology/LNC/2951-2
7326006,VERNAL GRASS,"Allergen, Grass Sweet Vernal Grass",6261-2,2529,http://purl.bioontology.org/ontology/LNC/6261-2
1407022,Q CLASS,Q CLASS,15998-8,2525,http://purl.bioontology.org/ontology/LNC/15998-8
11810004,POTASSIUM,POTASSIUM (Q),2823-3,2525,http://purl.bioontology.org/ontology/LNC/2823-3
11841021,AMMONIA,AMMONIA (CCH),22763-7,2522,http://purl.bioontology.org/ontology/LNC/22763-7
6740004,Curvulra M16,Curvulra M16,6094-7,2522,http://purl.bioontology.org/ontology/LNC/6094-7
6754005,Walnut Tree T10,Walnut Tree T10,6274-5,2520,http://purl.bioontology.org/ontology/LNC/6274-5
11807003,CHLORIDE,CHLORIDE (Q),2075-0,2519,http://purl.bioontology.org/ontology/LNC/2075-0
7327008,WHITE ASH TREE,"Allergen, Tree White Ash Tree",6278-6,2519,http://purl.bioontology.org/ontology/LNC/6278-6
11808003,CARBON DIOXIDE,CARBON DIOXIDE (Q),2028-9,2518,http://purl.bioontology.org/ontology/LNC/2028-9
164478,3 HOUR GLUCOSE TOLERANCE - 3 HOUR,C GLUCOSE 180 MIN,20437-0,2513,http://purl.bioontology.org/ontology/LNC/20437-0
4856573,HLA LRA,HLA A Low Resolution,13298-5,2503,http://purl.bioontology.org/ontology/LNC/13298-5
165756,HTLVI/II WB,C HTLVI/II WB,16982-1,2502,http://purl.bioontology.org/ontology/LNC/16982-1
11845025,"IMMUNOGLOBULIN M, SERUM","IMMUNOGLOBULIN M, SERUM (CCH)",2472-9,2489,http://purl.bioontology.org/ontology/LNC/2472-9
1715001,"Q IGF I, ECL","Q IGF I, ECL",2484-4,2470,http://purl.bioontology.org/ontology/LNC/2484-4
7327004,CURVULRA,"Allergen, Fungi/Mold Curvularia Lunata",6094-7,2466,http://purl.bioontology.org/ontology/LNC/6094-7
7324007,WALNUT TREE,"Allergen, Tree Walnut Tree",6274-5,2462,http://purl.bioontology.org/ontology/LNC/6274-5
11809004,HEMATOCRIT,HEMATOCRIT (Q),4544-3,2460,http://purl.bioontology.org/ontology/LNC/4544-3
163125,HCG URINE,C URINE PREGNANCY,2112-1,2457,http://purl.bioontology.org/ontology/LNC/2112-1
11808004,HEMOGLOBIN,HEMOGLOBIN (Q),718-7,2455,http://purl.bioontology.org/ontology/LNC/718-7
11842079,INTACT PTH,INTACT PTH (CCH),2731-8,2446,http://purl.bioontology.org/ontology/LNC/2731-8
6743003,Hormoden M45,Hormoden M45,7415-3,2446,http://purl.bioontology.org/ontology/LNC/7415-3
7323005,COCKROACH,"Allergen, Insect Cockroach German",6078-0,2444,http://purl.bioontology.org/ontology/LNC/6078-0
11842156,STOOL FOR WBCS,STOOL FOR WBCS (CCH),13655-6,2439,http://purl.bioontology.org/ontology/LNC/13655-6
7329006,COTTONWOOD TREE,"Allergen, Tree Cottonwood Tree",6090-5,2434,http://purl.bioontology.org/ontology/LNC/6090-5
7323004,EPICOCCUM,"Allergen, Fungi/Mold Epicoccum",6111-9,2432,http://purl.bioontology.org/ontology/LNC/6111-9
7324004,HELMINTH,"Allergen, Fungi/Mold Helminthosporium",6138-2,2432,http://purl.bioontology.org/ontology/LNC/6138-2
4856981,Reptilase Test,Reptilase Test,6683-7,2431,http://purl.bioontology.org/ontology/LNC/6683-7
6671003,Fusarium M9,Fusarium M9,6121-8,2430,http://purl.bioontology.org/ontology/LNC/6121-8
7325004,HORMENDENDRUM,"Allergen, Fungi/Mold Hormdendrum Hordei",7415-3,2429,http://purl.bioontology.org/ontology/LNC/7415-3
4855555,Hgb F %,Hemoglobin F Percent,32682-7,2426,http://purl.bioontology.org/ontology/LNC/32682-7
171867,Q ADJUSTED MOM,Q ADJUSTED MOM,23811-3,2423,http://purl.bioontology.org/ontology/LNC/23811-3
