Ontology ID	label	has curation status	alternative term	definition	definition source	example of usage	editor note	term editor	ontology term requester	term tracker item	logical type	logical note	parent class	material processing technique	detection technique	evaluant	analyte	device	reagent	molecular label	input	output	target entity	objective	associated axioms
http://purl.obolibrary.org/obo/OBI_3100071	inpatient profile venous blood sodium assay			An analyte assay that measures the abundance of sodium in venous blood as part of a inpatient profile order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'sodium molecular entity'								
http://purl.obolibrary.org/obo/OBI_3100072	inpatient profile venous blood creatinine assay			An analyte assay that measures the abundance of creatinine in venous blood as part of a inpatient profile order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'creatinine'								
http://purl.obolibrary.org/obo/OBI_3100073	inpatient profile venous blood potassium assay			An analyte assay that measures the abundance of potassium in venous blood as part of a inpatient profile order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'potassium molecular entity'								
http://purl.obolibrary.org/obo/OBI_3100074	inpatient profile venous blood carbon dioxide assay			An analyte assay that measures the abundance of carbon dioxide in venous blood as part of a inpatient profile order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'carbon dioxide'								
http://purl.obolibrary.org/obo/OBI_3100075	venous blood folate assay			An analyte assay that measures the abundance of folate in venous blood	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'folate(2-)'								
http://purl.obolibrary.org/obo/OBI_3100076	Count venous blood reticulocyte assay			A cytometry assay that measures the count of reticulocytes in venous blood as part of a Count order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'cytometry assay'			'venous blood specimen'							'reticulocyte'		
http://purl.obolibrary.org/obo/OBI_3100077	venous blood potassium assay			An analyte assay that measures the abundance of potassium in venous blood	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'potassium molecular entity'								
http://purl.obolibrary.org/obo/OBI_3100078	venous blood carbon dioxide assay			An analyte assay that measures the abundance of carbon dioxide in venous blood	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'carbon dioxide'								
http://purl.obolibrary.org/obo/OBI_3100079	venous blood sodium assay			An analyte assay that measures the abundance of sodium in venous blood	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'sodium molecular entity'								
http://purl.obolibrary.org/obo/OBI_3100080	random electrolytes urine sodium assay			An analyte assay that measures the abundance of sodium in urine as part of a random electrolytes order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'urine specimen'	'sodium molecular entity'								
http://purl.obolibrary.org/obo/OBI_3100081	random electrolytes urine potassium assay			An analyte assay that measures the abundance of potassium in urine as part of a random electrolytes order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'urine specimen'	'potassium molecular entity'								
http://purl.obolibrary.org/obo/OBI_3100082	urine creatinine assay			An analyte assay that measures the abundance of creatinine in urine	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'urine specimen'	'creatinine'								
http://purl.obolibrary.org/obo/OBI_3100083	urine osmolality assay			An assay that measures osmolality in urine	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		assay			'urine specimen'							'osmolality'		
http://purl.obolibrary.org/obo/OBI_3100084	cooximitery arterial blood O2 assay			An analyte assay that measures the abundance of O2 in arterial blood as part of a cooximitery order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'arterial blood specimen'	'oxygen molecular entity'								
http://purl.obolibrary.org/obo/OBI_3100085	cooximitery arterial blood hemoglobin assay			An analyte assay that measures the abundance of hemoglobin in arterial blood as part of a cooximitery order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'arterial blood specimen'	'hemoglobin'								
http://purl.obolibrary.org/obo/OBI_3100086	cooximitery arterial blood methemoglobin assay			An analyte assay that measures the abundance of methemoglobin in arterial blood as part of a cooximitery order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'arterial blood specimen'	'methemoglobin'								
http://purl.obolibrary.org/obo/OBI_3100087	electrolytes urine sodium assay			An analyte assay that measures the abundance of sodium in urine as part of a electrolytes order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'urine specimen'	'sodium molecular entity'								
http://purl.obolibrary.org/obo/OBI_3100088	electrolytes urine potassium assay			An analyte assay that measures the abundance of potassium in urine as part of a electrolytes order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'urine specimen'	'potassium molecular entity'								
http://purl.obolibrary.org/obo/OBI_3100089	Biosite cardiac panel arterial blood creatine kinase MB assay			An assay that measures creatine kinase MB in arterial blood as part of a Biosite cardiac panel order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		assay			'arterial blood specimen'							'cytosolic creatine kinase complex, MB-type'		
http://purl.obolibrary.org/obo/OBI_3100090	venous blood fibrinogen assay			An assay that measures fibrinogen in venous blood	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		assay			'venous blood specimen'							'fibrinogen complex'		
http://purl.obolibrary.org/obo/OBI_3100091	comprehensive metabolic panel venous blood carbon dioxide assay			An analyte assay that measures the abundance of carbon dioxide in venous blood as part of a comprehensive metabolic panel order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'carbon dioxide'								
http://purl.obolibrary.org/obo/OBI_3100092	comprehensive metabolic panel venous blood calcium assay			An analyte assay that measures the abundance of calcium in venous blood as part of a comprehensive metabolic panel order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'calcium molecular entity'								
http://purl.obolibrary.org/obo/OBI_3100093	comprehensive metabolic panel venous blood potassium assay			An analyte assay that measures the abundance of potassium in venous blood as part of a comprehensive metabolic panel order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'potassium molecular entity'								
http://purl.obolibrary.org/obo/OBI_3100094	comprehensive metabolic panel venous blood sodium assay			An analyte assay that measures the abundance of sodium in venous blood as part of a comprehensive metabolic panel order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'sodium molecular entity'								
http://purl.obolibrary.org/obo/OBI_3100095	comprehensive metabolic panel venous blood glucose assay			An analyte assay that measures the abundance of glucose in venous blood as part of a comprehensive metabolic panel order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'glucose'								
http://purl.obolibrary.org/obo/OBI_3100096	comprehensive metabolic panel venous blood albumin assay			An analyte assay that measures the abundance of albumin in venous blood as part of a comprehensive metabolic panel order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'albumin'								
http://purl.obolibrary.org/obo/OBI_3100097	comprehensive metabolic panel venous blood bilirubin assay			An analyte assay that measures the abundance of bilirubin in venous blood as part of a comprehensive metabolic panel order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'bilirubin IXalpha'								
http://purl.obolibrary.org/obo/OBI_3100098	comprehensive metabolic panel venous blood chloride assay			An analyte assay that measures the abundance of chloride in venous blood as part of a comprehensive metabolic panel order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'chloride'								
http://purl.obolibrary.org/obo/OBI_3100099	comprehensive metabolic panel venous blood protein assay			An analyte assay that measures the abundance of protein in venous blood as part of a comprehensive metabolic panel order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'protein'								
http://purl.obolibrary.org/obo/OBI_3100100	comprehensive metabolic panel venous blood creatinine assay			An analyte assay that measures the abundance of creatinine in venous blood as part of a comprehensive metabolic panel order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'creatinine'								
http://purl.obolibrary.org/obo/OBI_3100101	comprehensive metabolic panel venous blood ALT assay			An analyte assay that measures the abundance of ALT in venous blood as part of a comprehensive metabolic panel order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'alanine aminotransferase'								
http://purl.obolibrary.org/obo/OBI_3100102	venous blood creatine kinase MB assay			An assay that measures creatine kinase MB in venous blood	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		assay			'venous blood specimen'							'cytosolic creatine kinase complex, MB-type'		
http://purl.obolibrary.org/obo/OBI_3100103	venous blood lactate assay			An analyte assay that measures the abundance of lactate in venous blood	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'lactate'								
http://purl.obolibrary.org/obo/OBI_3100104	Hematocrit venous blood RBC (hematocrit) assay			A cytometry assay that measures the count of RBC (hematocrit)s in venous blood as part of a Hematocrit order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'cytometry assay'			'venous blood specimen'							'erythrocyte'		
http://purl.obolibrary.org/obo/OBI_3100105	venous blood creatinine assay			An analyte assay that measures the abundance of creatinine in venous blood	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'creatinine'								
http://purl.obolibrary.org/obo/OBI_3100106	blood gas venous blood O2 assay			An analyte assay that measures the abundance of O2 in venous blood as part of a blood gas order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'oxygen molecular entity'								
http://purl.obolibrary.org/obo/OBI_3100107	ionized venous blood ionized calcium assay			An analyte assay that measures the abundance of ionized calcium in venous blood as part of a ionized order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'calcium ion'								
http://purl.obolibrary.org/obo/OBI_3100108	blood gas venous blood carbon dioxide assay			An analyte assay that measures the abundance of carbon dioxide in venous blood as part of a blood gas order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'carbon dioxide'								
http://purl.obolibrary.org/obo/OBI_3100109	blood gas venous blood bicarbonate assay			An analyte assay that measures the abundance of bicarbonate in venous blood as part of a blood gas order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'hydrogencarbonate'								
http://purl.obolibrary.org/obo/OBI_3100110	arterial blood creatinine assay			An analyte assay that measures the abundance of creatinine in arterial blood	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'arterial blood specimen'	'creatinine'								
http://purl.obolibrary.org/obo/OBI_3100111	venous blood tacrolimus assay			An analyte assay that measures the abundance of tacrolimus in venous blood	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'tacrolimus hydrate'								
http://purl.obolibrary.org/obo/OBI_3100112	random venous blood vancomycin assay			An analyte assay that measures the abundance of vancomycin in venous blood as part of a random order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'vancomycin'								
http://purl.obolibrary.org/obo/OBI_3100113	venous blood MPA assay			An analyte assay that measures the abundance of MPA in venous blood	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'mycophenolic acid'								
http://purl.obolibrary.org/obo/OBI_3100114	non-vented blood gas arterial blood carbon dioxide assay			An analyte assay that measures the abundance of carbon dioxide in arterial blood as part of a non-vented blood gas order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'arterial blood specimen'	'carbon dioxide'								
http://purl.obolibrary.org/obo/OBI_3100115	non-vented blood gas arterial blood O2 assay			An analyte assay that measures the abundance of O2 in arterial blood as part of a non-vented blood gas order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'arterial blood specimen'	'oxygen molecular entity'								
http://purl.obolibrary.org/obo/OBI_3100116	non-vented blood gas arterial blood bicarbonate assay			An analyte assay that measures the abundance of bicarbonate in arterial blood as part of a non-vented blood gas order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'arterial blood specimen'	'hydrogencarbonate'								
http://purl.obolibrary.org/obo/OBI_3100117	quantitative venous blood IgG assay			An assay that measures IgG in venous blood as part of a quantitative order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		assay			'venous blood specimen'							'IgG immunoglobulin complex'		
http://purl.obolibrary.org/obo/OBI_3100118	quantitative venous blood IgM assay			An assay that measures IgM in venous blood as part of a quantitative order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		assay			'venous blood specimen'							'IgM immunoglobulin complex'		
http://purl.obolibrary.org/obo/OBI_3100119	quantitative venous blood IgA assay			An assay that measures IgA in venous blood as part of a quantitative order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		assay			'venous blood specimen'							'IgA immunoglobulin complex'		
http://purl.obolibrary.org/obo/OBI_3100120	arterial blood sodium assay			An analyte assay that measures the abundance of sodium in arterial blood	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'arterial blood specimen'	'sodium molecular entity'								
http://purl.obolibrary.org/obo/OBI_3100121	arterial blood potassium assay			An analyte assay that measures the abundance of potassium in arterial blood	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'arterial blood specimen'	'potassium molecular entity'								
http://purl.obolibrary.org/obo/OBI_3100122	ionized arterial blood ionized calcium assay			An analyte assay that measures the abundance of ionized calcium in arterial blood as part of a ionized order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'arterial blood specimen'	'calcium ion'								
http://purl.obolibrary.org/obo/OBI_3100123	vented blood gas arterial blood bicarbonate assay			An analyte assay that measures the abundance of bicarbonate in arterial blood as part of a vented blood gas order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'arterial blood specimen'	'hydrogencarbonate'								
http://purl.obolibrary.org/obo/OBI_3100124	vented blood gas arterial blood O2 assay			An analyte assay that measures the abundance of O2 in arterial blood as part of a vented blood gas order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'arterial blood specimen'	'oxygen molecular entity'								
http://purl.obolibrary.org/obo/OBI_3100125	vented blood gas arterial blood carbon dioxide assay			An analyte assay that measures the abundance of carbon dioxide in arterial blood as part of a vented blood gas order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'arterial blood specimen'	'carbon dioxide'								
http://purl.obolibrary.org/obo/OBI_3100126	Hematocrit arterial blood RBC (hematocrit) assay			A cytometry assay that measures the count of RBC (hematocrit)s in arterial blood as part of a Hematocrit order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'cytometry assay'			'arterial blood specimen'							'erythrocyte'		
http://purl.obolibrary.org/obo/OBI_3100127	arterial blood chloride assay			An analyte assay that measures the abundance of chloride in arterial blood	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'arterial blood specimen'	'chloride'								
http://purl.obolibrary.org/obo/OBI_3100128	arterial blood hemoglobin assay			An analyte assay that measures the abundance of hemoglobin in arterial blood	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'arterial blood specimen'	'hemoglobin'								
http://purl.obolibrary.org/obo/OBI_3100129	GEM premier blood gas venous blood RBC (hematocrit) assay			A cytometry assay that measures the count of RBC (hematocrit)s in venous blood as part of a GEM premier blood gas order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'cytometry assay'			'venous blood specimen'							'erythrocyte'		
http://purl.obolibrary.org/obo/OBI_3100130	GEM premier blood gas venous blood ionized calcium assay			An analyte assay that measures the abundance of ionized calcium in venous blood as part of a GEM premier blood gas order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'calcium ion'								
http://purl.obolibrary.org/obo/OBI_3100131	GEM premier blood gas venous blood potassium assay			An analyte assay that measures the abundance of potassium in venous blood as part of a GEM premier blood gas order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'potassium molecular entity'								
http://purl.obolibrary.org/obo/OBI_3100132	GEM premier blood gas venous blood O2 assay			An analyte assay that measures the abundance of O2 in venous blood as part of a GEM premier blood gas order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'oxygen molecular entity'								
http://purl.obolibrary.org/obo/OBI_3100133	GEM premier blood gas venous blood hemoglobin assay			An analyte assay that measures the abundance of hemoglobin in venous blood as part of a GEM premier blood gas order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'hemoglobin'								
http://purl.obolibrary.org/obo/OBI_3100134	GEM premier blood gas venous blood bicarbonate assay			An analyte assay that measures the abundance of bicarbonate in venous blood as part of a GEM premier blood gas order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'hydrogencarbonate'								
http://purl.obolibrary.org/obo/OBI_3100135	GEM premier blood gas venous blood glucose assay			An analyte assay that measures the abundance of glucose in venous blood as part of a GEM premier blood gas order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'glucose'								
http://purl.obolibrary.org/obo/OBI_3100136	GEM premier blood gas venous blood sodium assay			An analyte assay that measures the abundance of sodium in venous blood as part of a GEM premier blood gas order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'sodium molecular entity'								
http://purl.obolibrary.org/obo/OBI_3100137	GEM premier blood gas venous blood lactate assay			An analyte assay that measures the abundance of lactate in venous blood as part of a GEM premier blood gas order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'lactate'								
http://purl.obolibrary.org/obo/OBI_3100138	GEM premier blood gas venous blood carbon dioxide assay			An analyte assay that measures the abundance of carbon dioxide in venous blood as part of a GEM premier blood gas order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'carbon dioxide'								
http://purl.obolibrary.org/obo/OBI_3100139	trough venous blood tobramycin assay			An analyte assay that measures the abundance of tobramycin in venous blood as part of a trough order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'tobramycin'								
http://purl.obolibrary.org/obo/OBI_3100140	random venous blood tobramycin assay			An analyte assay that measures the abundance of tobramycin in venous blood as part of a random order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'tobramycin'								
http://purl.obolibrary.org/obo/OBI_3100141	CBC with manual differential venous blood metamyelocyte assay			A cytometry assay that measures the count of metamyelocytes in venous blood as part of a CBC with manual differential order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'cytometry assay'			'venous blood specimen'							'metamyelocyte'		
