"PK_LAB_RESULT_ITEM_ID","LAB_RESULT_ITEM_CODE","LAB_RESULT_ITEM_DESCRIPTION","LOINC","LAB_RESULT_COUNT","obo","loinc.obo"
233048,".IRADAPT","UNKNOWN item template",NA,19,NA,NA
233052,"EBV by PCR","MCODES_EBV by PCR",NA,124,NA,NA
233057,".HEXU","UNKNOWN item template",NA,2,NA,NA
233073,"PTA Venous HUP","PTA Venous HUP",NA,155,NA,NA
233091,"MRI Lower Ext Not Joint w&wo Gad HUP","MRI Lower Ext Not Joint w&wo Gad HUP",NA,305,NA,NA
233093,"MRI Thoracic Spine without Contrast PMC","MRI Thoracic Spine without Contrast PMC",NA,140,NA,NA
233099,"Hepatic Venogram with Hemodynamics PMC","Hepatic Venogram with Hemodynamics PMC",NA,10,NA,NA
233111,"Cervical Spine Complete Flex and Ext PMC","Cervical Spine Complete Flex and Ext PMC",NA,23,NA,NA
233116,".Angio Inpatient Discharge Mgt  HUP","Angio Inpatient Discharge Mgt  HUP",NA,736,NA,NA
233118,"Abdomen 1 View PMC","Abdomen 1 View PMC",NA,5612,NA,NA
233120,"S&I Guide Perc Dr PMC","S&I Guide Perc Dr PMC",NA,197,NA,NA
233146,"Insulin Level, 30min.","MCODES_Insulin Level, 30min.",NA,19,NA,NA
233149,"Acetaminophen, Serum","Acetaminophen, Serum PAH",NA,463,NA,NA
233150,"Alkaline Phosphatase, Serum","Alkaline Phosphatase, Serum PAH",NA,32434,NA,NA
233156,".Central Vein Line not PICC","Central Vein Line not PICC PAH",NA,13,NA,NA
233167,"Glucose (Point of Care)","Glucose (POC) PAH",NA,361207,"CHEBI:17234",NA
233168,"Growth Hormone Serum.","Growth  Hormone PAH",NA,24,NA,NA
233184,".Quinidine Level.","Quinidine  Level PAH",NA,3,NA,NA
233186,"Shoulder AP","Shoulder AP  PAH",NA,49,NA,NA
233191,"Ureteral Tube Change","Ureteral Tube Change PAH",NA,12,NA,NA
233193,"US Lower Extremity Arteries - Bilateral","US Lower Extremity Arteries - Bil PAH",NA,135,NA,NA
233201,"Chest 2V PA Lat Pneumonia ED ONLY PMC","Chest 2V PA Lat Pneumonia ED ONLY PMC",NA,2,NA,NA
233233,".Transcatheter Intravascular Stent","Transcatheter Intravascular Stent",NA,32,NA,NA
233249,".IVC Filter Placement","IVC Filter Placement",NA,232,NA,NA
233272,"Carcinoembryonic Antigen","LEAN Carcinoembryonic Antigen",NA,1907,NA,NA
233308,"Osfilms Upper GI + Small Bowel HUP","Osfilms Upper GI + Small Bowel HUP",NA,5,NA,NA
233310,".IRACC","UNKNOWN item template",NA,3,NA,NA
233321,"US Pelvis FU/Limited PMC","US Pelvis FU/Limited PMC",NA,24,NA,NA
233323,".Tumor Imaging SPECT HUP",".Tumor Imaging SPECT HUP",NA,25,NA,NA
233333,"Pelvis 1-2 Views HUP","Pelvis 1-2 Views HUP",NA,3403,NA,NA
233340,"Os MRI Thor Spine w/Inj Comb HUP","Os MRI Thor Spine w/Inj Comb HUP",NA,5,NA,NA
233351,"MRI Thoracic Spine wo Contr (Wayne)","MRI Thoracic Spine wo Contr (Wayne)",NA,2,NA,NA
233353,".Mammography Unilateral HUP","Mammography Unilateral HUP",NA,7,NA,NA
233355,"Knee 1-2 Views HUP","Knee 1-2 Views HUP",NA,3206,NA,NA
233367,"CT Upper Extremity with Contrast PMC","CT Upper Extremity with Contrast PMC",NA,21,NA,NA
233369,"Change Biliary Drain Cath PMC","Change Biliary Drain Cath PMC",NA,169,NA,NA
233374,"Art Renal Unilateral HUP","Art Renal Unilateral HUP",NA,159,NA,NA
233378,"MRA Abd w/o Fol w Contrast PMC","MRA Abd w/o Fol w Contrast PMC",NA,299,NA,NA
233403,"Alpha 1 Antitrypsin.","Alpha 1  Antitrypsin PAH",NA,48,NA,NA
233405,"Direct Bilirubin Only","MCODES_Direct Bilirubin Only",NA,3688,"CHEBI:16990",NA
233418,"Guidance for Core Bx Cyst Aspiration","Guidance for Core Bx Cyst Aspiration PAH",NA,23,NA,NA
233425,"Mexiletine  Level","Mexiletine PAH",NA,5,NA,NA
233429,"Osmolality, Serum","Osmolality, Serum PAH",NA,655,NA,NA
233430,"Percutaneous Biliary Drain  Int/Ext","Percutaneous Biliary Drain  Int/Ext PAH",NA,12,NA,NA
233437,"Thyroxine-Binding Globulin","Thyroxine-Binding Globulin PAH",NA,9,NA,NA
233440,"US Arm Arteries/Graphs - Bilateral","US Arm Arteries/Graphs Bilateral PAH",NA,196,NA,NA
233443,"Wrist 3 Views","Wrist 3 Views PAH",NA,48,NA,NA
233459,".Tumor Localization Soft Tissue Total","Tumor Localization Soft Tissue Total",NA,11,NA,NA
233466,"Thyroid Stimulating IG","MCODES_ThyroidStimuHUP/PMC Ord PAH Res",NA,95,NA,NA
233467,"Total Bilirubin, Fluid","LEAN Total Bilirubin, Fluid.",NA,362,"CHEBI:16990",NA
233485,".Kidney Imaging with FF with PM Single","Kidney Imaging with FF with PM Single",NA,3,NA,NA
233487,".Mandible Partial less than 4 Views","Mandible Partial less than 4 Views",NA,2,NA,NA
233489,"D-Xylose Urine","LEAN D-Xylose Urine",NA,6,NA,NA
233496,"Enterovirus Detection By PCR","LEAN Enterovirus Detection By PCR",NA,10,NA,NA
233500,".FSP","LEAN FSP",NA,607,NA,NA
233777,".XABJ","UNKNOWN item template",NA,2,NA,NA
233781,".US Guidance for Needle Biopsy PMC","US Guidance for Needle Biopsy PMC",NA,108,NA,NA
233791,".Radionuclide Ther Thyroid Ablation HUP","Radionuclide Ther Thyroid Ablation HUP",NA,26,NA,NA
233803,"Myelogram Lumbar S/I HUP","Myelogram Lumbar S/I HUP",NA,26,NA,NA
233833,"Barium Enema Double Contrast HUP","Barium Enema Double Contrast HUP",NA,23,NA,NA
233874,"Fingers PAH","Fingers PAH",NA,9,NA,NA
233875,"FSH, Serum","FSH, Serum PAH",NA,57,NA,NA
233897,"Stool Culture, Baby","Stool Culture, Baby PAH",NA,63,NA,NA
233899,"Tibia/Fibula 3+ Views PAH","Tibia/Fibula 3+  Views  PAH",NA,171,NA,NA
233901,"Urine Benzodiazepines, Qualitative","Urine Benzodiazepines, Qualitative PAH",NA,4530,NA,NA
233903,"US Prostate Imaging","US Prostate Imaging PAH",NA,5,NA,NA
233920,"Phenobarbital, Urine","LEAN Phenobarbital, Urine",NA,278,NA,NA
233925,"PCR Test for Lyme DNA","MCODES_PCR Test for Lyme DNA",NA,23,NA,NA
233933,"Immuno Banked Serum","LEAN Immuno Banked Serum",NA,3,NA,NA
233937,"Lamotrigine Level","MCODES_Lamotrigine Level",NA,90,NA,NA
233942,".CT Angio Neck Combined","CT Angio Neck Combined",NA,59,NA,NA
233943,".CT Orbit/Sella/Pos Foss/Ear w/Contrast","CT Orbit/Sella/Pos Foss/Ear w/ Contrast",NA,2,NA,NA
233954,"ACTH","MCODES_ACTH",NA,143,NA,NA
233959,"C Reactive Protein","LEAN C Reactive Protein",NA,42798,NA,NA
233986,".Art Thorac Aort","Art Thorac Aort",NA,11,NA,NA
233990,".IRSA2","UNKNOWN item template",NA,7,NA,NA
233995,"US Trunk Org/Art/Veins HUP","US Trunk Org/Art/Veins HUP",NA,641,NA,NA
234005,"B-Type Natriuretic Peptide","LEAN B-Type Natriuretic Peptide LIO",NA,23597,NA,NA
234049,".IRAIRC","UNKNOWN item template",NA,3,NA,NA
234059,".ANKL","UNKNOWN item template",NA,2,NA,NA
234085,"Myocardial SPECT Single HUP","Myocardial SPECT Single HUP",NA,303,NA,NA
234109,".CT Upper Extremity with Contrast HUP","CT Upper Extremity with Contrast HUP",NA,49,NA,NA
234115,"Barium Swallow Esophagus PMC","Barium Swallow Esophagus PMC",NA,424,NA,NA
234139,"Class II Single Ag","LEAN Class II Single Ag",NA,27,NA,NA
234143,".CLSU3N","UNKNOWN item template",NA,2,NA,NA
234151,"Ammonia Blood","Ammonia Blood PAH",NA,970,NA,NA
234161,"CT Pelvis Combined","CT Pelvis Combined PAH",NA,188,NA,NA
234165,"zFactor VIII VWF","MCODES_Factor VIII VWF",NA,37,NA,NA
234166,".Fluoroscopy < 1 H","Fluoroscopy < 1 H PAH",NA,16,NA,NA
234169,"Hemoglobin A2 .","Hemoglobin  A2 PAH",NA,7,NA,NA
234176,"Mammogram Diagnostic","Mammogram Diagnostic PAH",NA,2,NA,NA
234184,"PTT (Activated Part Thromboplastin Time)","MCODES_PTT (ActivPartThromboplasTime)PAH",NA,94089,NA,NA
234192,"Urine HCG from ER","Urine HCG from ER PAH",NA,938,NA,NA
234198,"Breast Aspiration w/ US Guide HUP","Breast Aspiration w/ US Guide HUP",NA,2,NA,NA
234200,"Double J Change HUP","Double J Change HUP",NA,2,NA,NA
234232,"Thyroid Stimulating Hormone","LEAN Thyroid Stimulating Hormone",NA,40428,NA,NA
234251,"Malaria","MCODES_Malaria",NA,227,NA,NA
234260,"Flow Cytometry Interpretation","LEAN Flow Cytometry Interpretation",NA,2357,NA,NA
234262,".Urine Eosinophils","zz Urine Eosinophils",NA,238,NA,NA
234263,".Abdomen Complete + decub/Erect-GI","Abdomen Complete + Decub/Erect-GI",NA,381,NA,NA
234265,"Alpha 1 Antitrypsin","LEAN Alpha 1 Antitrypsin",NA,383,NA,NA
234267,"Anti-Streptolysin O","LEAN Anti-Streptolysin O",NA,230,NA,NA
234301,".Art Renal Unilateral","Art Renal Unilateral",NA,30,NA,NA
234305,"Outside Films CT Abdomen Unenh HUP","Outside Films CT Abdomen Unenh HUP",NA,68,NA,NA
234322,"US Retroperitoneal Limited PMC","US Retroperitoneal Limited PMC",NA,155,NA,NA
227614,"My4 (Cd14) %.","My4 (Cd14) % PAH",NA,16,NA,NA
227616,"NAPA.","NAPA PAH",NA,42,NA,NA
227619,"Nortriptyline.","Nortriptyline PAH",NA,4,NA,NA
227620,"O2 Saturation Measured.","O2 Saturation Measured PAH",NA,299,"CHEBI:15379",NA
227629,"Plasmacytoid Lymphs. ,","Plasmacytoid Lymphs PAH Results",NA,10,NA,NA
227633,"Porphobilinogen.","Porphobilinogen PAH",NA,8,"CHEBI:17381",NA
227647,"Sickle Cells.","Sickle Cells PAH",NA,1053,NA,NA
227656,"T4 (CD4) %.","T4 (CD4) % PAH Result",NA,73,NA,NA
227660,"TIBC.","TIBC PAH",NA,3215,NA,NA
227662,"Time Drawn (CD).","Time Drawn (CD) PAH",NA,7,NA,NA
227668,"Timentin","Timentin MIC - PAH",NA,3,NA,NA
227670,"Total Testosterone.","Total Testosterone PAH",NA,28,NA,NA
227672,"Toxoplasma Antibody.","Toxoplasma Antibody PAH",NA,2,NA,NA
227673,"Transitional Epithelial Cells.","Transitional Epithelial Cells PAH",NA,7704,NA,NA
227683,"Urine Magnesium.","Urine Magnesium PAH",NA,13,NA,NA
227688,"Urobilinogen.","Urobilinogen PAH",NA,27923,"CHEBI:29026",NA
227695,"Methylenedioxyethylmethamphetamine","Methylenedioxyethylmethamphetamine",NA,155,NA,NA
227704,"3002524","UNKNOWN item template",NA,6,NA,NA
227706,"2011510","UNKNOWN item template",NA,7,NA,NA
227708,"Glove Latex EXT","Glove Latex EXT",NA,5,NA,NA
227711,"Guaifenesin","MCODES_Guaifenesin Result",NA,3510,NA,NA
227714,"Tricyclics","MCODES_Tricyclic Antidepressants Result",NA,3517,NA,NA
227716,".9044921","UNKNOWN item template",NA,43,NA,NA
227722,"Respiratory Virus","Respiratory Virus Result PAH",NA,164,NA,NA
227726,"Vit. D25 - D3","Vit. D25 - D3 Result",NA,332,NA,NA
227746,"HV6 Source","MCODES_HV6 Source Result",NA,10,NA,NA
227747,"HHV6 QUANT (log cps/mL)","MCODES_HHV6 QUANT (log cps/mL) Result",NA,10,NA,NA
227760,"BK Virus DNA Quant.","BK Virus DNA Quant.  Result",NA,12,NA,NA
227761,"Glucose BF ,Type","Glucose BF ,Type Result",NA,37,"CHEBI:17234",NA
227764,"Chol BF Type","Chol BF Type Result",NA,9,NA,NA
227769,"Norfloxacin MIC","Norfloxacin MIC",NA,164,NA,NA
227788,"Organism","Organism MIC",NA,2090,NA,NA
227802,"Cefepime MIC","Cefepime MIC",NA,346,NA,NA
227838,"TSH (NB)","MCODES_TSH NB Result",NA,196,NA,NA
227841,"1041029","UNKNOWN item template",NA,360,NA,NA
227845,".C.trachomatis rRNA","UNKNOWN item template",NA,49,NA,NA
227864,"CD:5406230","UNKNOWN item template",NA,12,NA,NA
227876,"LDH BF Type","UNKNOWN item template",NA,47,NA,NA
227880,"CD:4531423","UNKNOWN item template",NA,5,NA,NA
227882,"Nitrofurantoin1","UNKNOWN item template",NA,226,NA,NA
227892,"Lymph Variant Absolute","UNKNOWN item template",NA,710,NA,NA
227920,"CD:4492920","UNKNOWN item template",NA,2,NA,NA
227926,"O&P Conc Prep","UNKNOWN item template",NA,2,NA,NA
227954,"CD:4531315","UNKNOWN item template",NA,2,NA,NA
227961,"Urine Total Voume (ARUP)","UNKNOWN item template",NA,6,NA,NA
227972,"CD:4492809","UNKNOWN item template",NA,6,NA,NA
228005,"Aminolevulnic Acid, Urine","Aminolevulnic Acid, Urine",NA,13,NA,NA
228009,"% Metas","Metas (META)",NA,14698,NA,NA
228010,"% Pros","Pros (PRO)",NA,2388,NA,NA
228018,"Absolute Number CD2 T Cells","Absolute Number CD2 T Cells",NA,385,NA,NA
228022,"Fluoxetine -","MCODES_Fluoxetine (FLUOX) Result",NA,8035,NA,NA
228029,"Gentamicin Level Peak Dose","Gentamicin Level Peak Dose",NA,393,NA,NA
228030,"Gentamicin Level Start","Gentamicin Level Start",NA,2503,NA,NA
228033,"% Basos","Baso (BASO 1)",NA,34518,NA,NA
228038,"CK-MB Result","CK-MB Result",NA,101258,NA,NA
228043,"Coxsackie B1","Coxsackie B1",NA,206,NA,NA
228045,"Creatinine Clearance CALCU","Creatinine Clearance CALCU",NA,1506,NA,NA
228047,"Fluid Potassium","Fluid Potassium",NA,198,"CHEBI:26217",NA
228056,"Chlorpheniramine-","MCODES_Chlorpheniramine (CHLOR) Result",NA,8035,NA,NA
228073,"Desipramine (DESI)","Desipramine (DESI)",NA,11,NA,NA
228095,"LYVAR for CD4MON","Retrieval of Lyvar For CD4MON",NA,78,NA,NA
228096,"Mag Ammonium Phos Hexahydrate","Mag Ammonium Phos Hexahydrate",NA,10,NA,NA
228097,"Maprotiline","MCODES_Maprotiline Result",NA,8035,NA,NA
228100,"O2 Sat Ven","O2 Sat Ven Result 0500832",NA,44340,"CHEBI:25806",NA
228107,"Intact Parathyroid Hormone (NPTH)","Intact Parathyroid Hormone (NPTH)",NA,3753,NA,NA
228111,"Phenothiazine","MCODES_Phenothiazines Result",NA,8041,NA,NA
228112,"Phenylalanine","MCODES_Phenylalanine Result",NA,33,NA,NA
228115,"Pappenheimer Bodies","Pappenheimer Bodies Present",NA,419,NA,NA
228117,"PLT Secretion ADP","Platelet Secretion ADP Patient",NA,9,NA,NA
228131,"PLT Aggregation Collagen","Platelet Aggregation Collagen (PLTAGCOL)",NA,27,NA,NA
228138,".Quantitative G6PD","Quantitative G6PD",NA,172,NA,NA
228143,"Rh Interpretation","Rh Interpretation",NA,65,NA,NA
228146,"PMC Amphet/Methamphet","PMC Amphet/Methamphet",NA,12850,NA,NA
228148,"pO2 Cap","pO2 Cap 0500915",NA,69931,"CHEBI:25806",NA
228156,"Norepinephrine","Norepinephrine",NA,136,NA,NA
228161,"Quinidine Time","Quinidine Time",NA,6,NA,NA
228170,"Mucus","Mucus",NA,36816,NA,NA
228176,"Parvovirus B19 IgM Antibody","Parvovirus B19 IgM Antibody",NA,362,NA,NA
228178,"PBUS Dose#","PBUS Dose# (prompt)",NA,41,NA,NA
228187,"Nicotine Result","MCODES_Nicotine Result",NA,2,NA,NA
228188,"Nicotine Metabolite","MCODES_Nicotine Metabolite Result",NA,8035,NA,NA
228194,"IgM (MPL) Interpretation","IgM (MPL) Interpretation",NA,2106,NA,NA
228203,"N-Telopeptide","N-Telopeptide",NA,2,NA,NA
228211,"HCT for RBC Folate","HCT for RBC Folate (prompt)",NA,34,NA,NA
228224,".Indirect Bilirubin","Indirect Bilirubin",NA,272,"CHEBI:16990",NA
228228,"Neutrophils %","Neutrophils % Result HUP/PMC",NA,434201,NA,NA
228235,"Lab Location (ID Lab On Chart)","MCODES_Lab Loc (ID Lab On Chart) Result",NA,130046,NA,NA
228244,"Hematocrit (HCT)","Hematocrit (HCT) Result HUP/PMC",NA,1711406,NA,NA
228247,"Hemoglobin A2","MCODES_Hemoglobin A2 Result",NA,613,NA,NA
228248,"Site Ven","Site Result 0500835",NA,71881,NA,NA
228252,"Spherocytes","Spherocytes",NA,6114,NA,NA
228257,"Dibucaine","MCODES_Dibucaine",NA,3,NA,NA
228286,"Ethanol (ETOH-I)","Ethanol (ETOH-I)",NA,14736,NA,NA
228291,"Calcium Oxalate Dihydrate","Calcium Oxalate Dihydrate",NA,8,"CHEBI:60579",NA
228293,"Calculated Mononuclears","Calculated Mononuclears",NA,356540,NA,NA
228305,"Echovirus 6","Echovirus 6",NA,50,NA,NA
228313,"Bands (ABAND)","Bands (ABAND)",NA,227028,NA,NA
228314,"Bartonella Henselae, IgG","MCODES_Bartonella Henselae, IgG Result",NA,33,NA,NA
228323,"Bupropion","MCODES_Bupropion (BUPRO) Result",NA,8035,NA,NA
228340,"Albumin Index","MCODES_Albumin Index Result",NA,409,NA,NA
228346,"Nicotine,","Nicotine,",NA,12,NA,NA
228350,"FIO2 Vented (Prompt)","FIO2 Vented Result 0500501",NA,270588,"CHEBI:25806",NA
228358,"DGP2b/3aG","DGP2b/3aG",NA,5,NA,NA
228361,"DGPIa/IIaG","DGPIa/IIaG",NA,5,NA,NA
228365,".002520","UNKNOWN item template",NA,6,NA,NA
228369,"Adenovirus IgG","Adenovirus IgG",NA,17,NA,NA
228372,"Amoxapine (AMOX)","Amoxapine (AMOX)",NA,4525,NA,NA
228397,"S. Pneumoniae Type 8 IgG","S. Pneumoniae Type 8 IgG",NA,2,NA,NA
228414,"Diagnostic HIV Log 10 (copies/ml)","Diagnostic HIV Log 10 (copies/ml)",NA,66,NA,NA
228420,"Urine Microalbumin","MCODES_Urine Microalbumin Result",NA,200,NA,NA
228426,"UA Bilirubin","UA Bilirubin",NA,152731,"CHEBI:16990",NA
228428,"VLDL Cholesterol","VLDL Cholesterol",NA,618,NA,NA
228442,"Urine Lead (mcg/g Creat.)","Urine Lead (mcg/g Creat.)",NA,21,NA,NA
228444,"Urine Collection (prompt)","Urine Collection (prompt)",NA,1599,NA,NA
228445,"Urine Creat mg/dL (Arup)","MCODES_Urine Creat mg/dL (Arup)",NA,908,NA,NA
228448,"Segs (BMSEG)","Segs (BMSEG)",NA,35,NA,NA
228449,"Squamous Epithelial","Squamous Epithelial",NA,106030,NA,NA
228450,"Stomatocytes","Stomatocytes Present",NA,3855,NA,NA
228459,"Target Cells","Target Cells",NA,59874,NA,NA
228461,"Thermoactinomyces Candidus","MCODES_Thermoactinomyces Candidus Result",NA,82,NA,NA
228465,"Tobramycin Dose","Tobramycin Dose",NA,355,NA,NA
228466,"THC Interpretation","THC Interpretation",NA,14984,NA,NA
228473,"Total Clomipramine","MCODES_Total Clomipramine Result",NA,3,NA,NA
228476,"Waxy Cast","Waxy Cast",NA,300,NA,NA
228478,"White Blood Cell Casts","White Blood Cell Casts",NA,24,NA,NA
228488,"NK Cells (CD56+/16+/3-) % Lymphocytes","NK PERCENT",NA,8,NA,NA
228493,"Succinic Acid","Succinic Acid",NA,28,NA,NA
228494,"Methylmalonic Acid .","Methylmalonic Acid .",NA,28,NA,NA
228499,".4010051","UNKNOWN item template",NA,20,NA,NA
228503,"BCR/ABL Prev Date","BCR/ABL Prev Date",NA,9,NA,NA
228517,"A2.","A2 PAH",NA,5,NA,NA
228531,"Bacteria.","Bacteria PAH",NA,13807,NA,NA
228533,"Basophilic Stippling.","Basophilic Stippling PAH",NA,43,NA,NA
228543,"CD38 %.","CD38 % PAH",NA,8,NA,NA
228549,"Chlamydia Group Antibody.","Chlamydia Group Antibody PAH",NA,4,NA,NA
228564,"EBV IgM.","EBV IgM PAH",NA,55,NA,NA
228571,"G6PD Deficiency.","G6PD Deficiency PAH",NA,11439,NA,NA
228572,"Gentamicin 500","Gentamicin 500 MIC - PAH",NA,126,NA,NA
228578,"Herpes IgG.","Herpes IgG PAH",NA,95,NA,NA
228579,"HLADR %.","HLADR % PAH",NA,11,NA,NA
228596,"Linezolid","Linezolid MIC - PAH",NA,42,NA,NA
228600,"MCH.","MCH PAH Result",NA,213645,NA,NA
228604,"Microcytosis.","Microcytosis PAH",NA,6120,NA,NA
228608,"Mono %.","Mono % PAH Result",NA,100990,NA,NA
228612,"MPV .","MPV  PAH",NA,27488,NA,NA
230844,"Fluoro> 1 Hour PMC","Fluoro> 1 Hour PMC",NA,7,NA,NA
230856,"IR Tunneled Pleural Cath HUP","IR Tunneled Pleural Cath HUP",NA,7,NA,NA
230863,"Barium Enema Double Contrast","Barium Enema Double Contrast PAH",NA,13,NA,NA
230888,"MRI Thoracic Spine w/wo Contrast","MRI Thoracic Spine w/wo Contrast PAH",NA,55,NA,NA
230893,"Prolactin, Serum","Prolactin, Serum PAH",NA,80,NA,NA
230905,"Vitamin  A Serum","MCODES_Vitamin  A Result PAH",NA,720,NA,NA
230914,".US Gallbladder/Abdomen Limited","US Gallbladder/Abdomen Limited",NA,5,NA,NA
230920,".Transcatheter Retrieval Foreign Body","Transcatheter Retrieval Foreign Body",NA,5,NA,NA
230928,".MRI Brain Combined with SPECT","MRI Brain Combined with SPECT",NA,1573,NA,NA
230932,".Nephrostogram","Nephrostogram",NA,120,NA,NA
230933,".Hip Unilateral 1 View","Hip Unilateral 1 View",NA,418,NA,NA
230936,"Hepatitis Delta Antibody","LEAN Hepatitis Delta Antibody",NA,51,NA,NA
230956,"Auto Unit","LEAN Auto Unit",NA,4737,NA,NA
231002,"CD:4540303","UNKNOWN item template",NA,3,NA,NA
231004,"CD:4606609","UNKNOWN item template",NA,2,NA,NA
231031,"EKG QRS Duration","EKG QRS Duration",NA,18,NA,NA
231032,"EKG P Axis","EKG P Axis",NA,15,NA,NA
231033,"EKG Diagnosis","EKG Diagnosis",NA,18,NA,NA
231319,"Urine Routine Culture","LEANUrineRoutineCulture-includesSuscept",NA,142681,NA,NA
231322,".Scapula","Scapula",NA,5,NA,NA
231342,".Inferior Vena Cavagram","Inferior Vena Cavagram",NA,60,NA,NA
231355,"Fecal Fat","LEAN Fecal Fat",NA,33,NA,NA
231400,".Tumor Localization Whole Body HUP",".Tumor Localization Whole Body HUP",NA,31,NA,NA
231409,"Percut Cholecy HUP","Percut Cholecy HUP",NA,111,NA,NA
231412,"Outside Films MRI Pelvis HUP","Outside Films MRI Pelvis HUP",NA,7,NA,NA
231428,"MRI Thoracic Spine w/wo Contrast PMC","MRI Thoracic Spine w/wo Contrast PMC",NA,71,NA,NA
231447,"Bowel Imaging Meckel's Localization HUP","Bowel Imaging Meckel's Localization HUP",NA,7,NA,NA
231448,"Bone Imaging Vascular Flow HUP","Bone Imaging Vascular Flow HUP",NA,19,NA,NA
231450,"Angio FU thru Existing Cath PMC","Angio FU thru Existing Cath PMC",NA,99,NA,NA
231471,"Albumin Serum.","Albumin  PAH",NA,24099,"PR:000003918",NA
231485,"Esophageal Motility","Esophageal Motility PAH",NA,6,NA,NA
231493,"LDH,  CSF","LDH,  CSF PAH",NA,60,NA,NA
231498,"Exercise Nuclear Stress Test","Exercise Nuclear Stress Test PAH",NA,1275,NA,NA
231500,"Percut Drain or Inj Renal Pelvis","Percut Drain or Inj Renal Pelvis PAH",NA,63,NA,NA
231501,"Platelet   Count","Platelet   Count PAH",NA,4879,NA,NA
231503,"PTH Intact","PTH Intact PAH",NA,876,NA,NA
231506,"Shoulder 2+ Views PAH","Shoulder 2+ Views   PAH",NA,199,NA,NA
231513,"Varicella IGG Antibody (Immune Status)","Varicella IGG Antibody (Immune Stat) PAH",NA,40,NA,NA
231518,"Tranxene","LEAN Tranxene",NA,8,NA,NA
231546,"Crystal Analysis","LEAN Crystal Analysis",NA,1004,NA,NA
231549,".CT Soft Tissue Neck Combined","CT soft tissue Neck Combined",NA,13,NA,NA
231561,"B HLA Type","LEAN B HLA Type",NA,710,NA,NA
231564,"Butabarbital Level","MCODES_Butabarbital Level",NA,5,NA,NA
231596,".Biliary Biopsy","Biliary Biopsy",NA,3,NA,NA
231601,"CT Chest with Contrast HUP","CT Chest with Contrast HUP",NA,10001,NA,NA
231604,"Breast Biopsy w/US & Vacuum HUP","Breast Biopsy w/US & Vacuum HUP",NA,6,NA,NA
231614,".IREM","UNKNOWN item template",NA,2,NA,NA
231617,"Complement Activity, Total EIA","MCODES_Complement Activity, Total EIA",NA,5,NA,NA
231620,"Outside Films CT Chest Unenhan HUP","Outside Films CT Chest Unenhan HUP",NA,34,NA,NA
231636,"Sternum 2 Views PMC","Sternum 2 Views PMC",NA,2,NA,NA
231647,"Outfilm MRI Cerv Sp w/Inj Comb HUP","Outfilm MRI Cerv Sp w/Inj Comb HUP",NA,3,NA,NA
231690,"MRI Low Ext No Jt wo Contrast PMC","MRI Low Ext No Jt wo Contrast PMC",NA,49,NA,NA
231698,"MRI Chest w/wo Contrast PMC","MRI Chest w/wo Contrast PMC",NA,24,NA,NA
231718,"US Kidney Transplanted PMC","US Kidney Transplanted PMC",NA,21,NA,NA
231731,".3002538","UNKNOWN item template",NA,7,NA,NA
231741,".CTTU3N","UNKNOWN item template",NA,2,NA,NA
231744,"US Dop Velocimetry Fetal UmbilicArt HUP","US Dop Velocimetry Fetal UmbilicArt HUP",NA,6,NA,NA
231776,"3D Reconstruct Not requiring Indep WS","3D Reconstruct Not requir Indep WS PAH",NA,185,NA,NA
231779,"Ankle 1 - 2 Views","Ankle 1 - 2 Views  PAH",NA,131,NA,NA
231784,"Carbamazepine  Level","Carbamazepine PAH",NA,168,NA,NA
231785,"Cervical Spine Routine 4 Views","Cervical Spine Routine 4 Views PAH",NA,174,NA,NA
231787,"Cortisol 60 min Post Cortrosyn","MCODES_Cortisol 60min Post Cortrosyn LIO",NA,38,NA,NA
231792,"Esophagus Single Contrast","Esophagus Single Contrast PAH",NA,39,NA,NA
231795,"Group B Strep Screen","Group B Strep Screen PAH",NA,840,NA,NA
231804,"MRI LE Joint with Contrast","MRI LE Joint with Contrast PAH",NA,15,NA,NA
231809,"Phenytoin (Dilantin) Level","Phenytoin (Dilantin) Level PAH",NA,1632,"CHEBI:8107",NA
231816,"Theophylline Level","Theophylline Level PAH",NA,187,NA,NA
231830,".CTTE2D","CTTE2D",NA,449,NA,NA
231831,"un6000366","UNKNOWN item template",NA,17,NA,NA
231839,".US Guided Visceral Tissue Ablation","US Guided Visceral Tissue Ablation PAH",NA,2,NA,NA
231876,"B E Antibody.","B E Antibody PAH",NA,38,NA,NA
231900,".lab item template 3","UNKNOWN item template",NA,2,NA,NA
231910,"5252230","UNKNOWN item template",NA,17,NA,NA
231913,"BILAT HIP 1V PMC","BILAT HIP 1V PMC",NA,7,NA,NA
231916,".Toxoplasma, PCR Result","Toxoplasma, PCR",NA,2,NA,NA
231958,"Vit D 25-Hydr","LEAN Vit D 25-Hydr",NA,335,NA,NA
231966,".Superior Vena Cavagram","Superior Vena Cavagram",NA,29,NA,NA
231969,"VZV IgM","LEAN VZV IgM",NA,7,NA,NA
231991,".CT Maxillofacial without Contrast","CT Maxillofacial without Contrast",NA,333,NA,NA
232328,"Prekallikrein","MCODES_Prekallikrein HUP/PMC LIO PAH Ord",NA,4,NA,NA
233544,".IRTB","UNKNOWN item template",NA,4,NA,NA
233550,"US Transvaginal HUP","US Transvaginal HUP",NA,549,NA,NA
233577,"expired$","PET Myocardial Viability Scan",NA,10,NA,NA
