PK_ORDER_ITEM_ID,count,assembled,cbc.bool,platelet.bool,diff.bool,electronic.diff.bool,automated.bool,manual.bool,blood.gas.bool,abl90.bool,gem.bool,arterial.bool,venous.bool,vented.bool,whole.blood.bool,hematocrit.bool,electrolyes.bool,ekg.bool,electrophoresis.bool,reticulocyte.bool,count.bool,bmp.bool,cmp.bool,hemaglobin.bool,hemoglobin.bool,coox.bool,a1c.bool,vitamin.bool,urine.bool,protime.bool,ptt.bool,protein.bool,crp.bool,cardiac.bool,neonatal.bool,liver.bool,fibrinogen.bool,glucose.bool,gtt.bool,csf.bool,fasting.bool,antibody.bool,bodily.fluid.bool,plasma.bool,serum.bool,poc.bool,phosphorous.bool,ph.bool,osmolarity.bool,creatinine.bool,ck.bool,twentyfour.bool,bilirubin.bool,total.bool,free.bool,direct.bool,indirect.bool,abo.bool,gfr.bool,level.bool,confirm.bool,screen.bool,reflex.bool,estimated.bool,lipid.bool,peak.bool,trough.bool,random.bool,cholesterol.bool,any.dl.bool,pulm.test.bool,spiro.bool,ORDER_ITEM_CODE,ORDER_ITEM_DESCRIPTION,ORDER_ITEM_TYPE,ORDER_ITEM_PRIMARY_TYPE,ORDER_ITEM_PRIMARY_TYPE_NONSTD
613083,17,"Cell coubnt, bodily fluid",,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fluid Cell Count,LEAN Fluid Cell Count,Lab LEAN Collect RN,LABORATORY,Diagnostic
598907,6,"Cell coubnt, bodily fluid",,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2001521,FLUID COUNTS,LAB BODY FLUIDS AND STOOLS,LABORATORY,Lab
594188,250,Immune deficiency evaluation,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5353200,"IMMUNE DEFICIENCY EVALUATION (CD3, CD4 AND CD8 %, ABSOLUTE COUNT, AND CD4:CD8 RATIO)",LAB BLOOD ORDERABLES,LABORATORY,Lab
977521,13174,"metabolic panel, basic",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMP,Basic Metabolic Panel,General Lab,LABORATORY,Laboratory
594826,2344,"metabolic panel, basic",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1010335,BASIC METABOLIC PANEL,LAB BLOOD ORDERABLES,LABORATORY,Lab
973291,478,"metabolic panel, basic",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMP,BAS,General Lab,LABORATORY,Laboratory
975309,161,"metabolic panel, basic",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMP,BMP,General Lab,LABORATORY,Laboratory
626577,118,"metabolic panel, basic",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.Basic Metabolic Panel (P7),LEAN Basic Metabolic Panel (P7),Lab LEAN Collect RN,LABORATORY,Diagnostic
607179,16,"metabolic panel, basic",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Basic Metabolic Panel (P7),LEAN Basic Metabolic Panel (P7),Lab LEAN Collect RN,LABORATORY,Diagnostic
979138,9,"metabolic panel, basic",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMP,OBAS,General Lab,LABORATORY,Laboratory
975676,9339,"metabolic panel, comprehensive",,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMP,Comprehensive Metabolic Panel,General Lab,LABORATORY,Laboratory
595078,6063,"metabolic panel, comprehensive",,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1010297,COMPREHENSIVE METABOLIC PANEL,LAB BLOOD ORDERABLES,LABORATORY,Lab
621299,14,"metabolic panel, comprehensive",,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comprehensive Metabolic Panel - Outpats,LEAN ComprehensiveMetabolicPanelOutpats.,Lab LEAN Collect RN,LABORATORY,Diagnostic
593156,3,heme eval/profile,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3500007,VITAMIN B12 AND FOLATE (AKA HEME EVAL-MEGAANEMIA),LAB BLOOD ORDERABLES,LABORATORY,Lab
598159,9,heme eval/profile,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2001503,HEME PROFILE (LIO ONLY),LABORATORY,LABORATORY,Lab
982014,33,Hemoglobin,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_Hgb,_Hgb,General Lab,LABORATORY,Laboratory
653696,3,Hemoglobin,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0400450,C _HGB (CRITICAL CARE LAB),LABORATORY,LABORATORY,Lab
977480,40,blood gas by co-oximetry,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COOX,"Coox Profile(Hgb,O2Hgb,CbxyHgb,MetHgb)",General Lab,LABORATORY,Laboratory
977637,15,blood gas by co-oximetry,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COOX,COOX,General Lab,LABORATORY,Laboratory
602148,5,blood gas by co-oximetry,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0400475,"COOXIMETRY PROFILE(HGB, O2 HGB, CARBOXYHGB, METHGB QN)",LAB BLOOD ORDERABLES,LABORATORY,Lab
978345,95,Hemoglobin A1c,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HBA1C,HbA1C  Hemoglobin A1C,General Lab,LABORATORY,Laboratory
598985,71,Hemoglobin A1c,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3530090,HEMOGLOBIN A1C,LAB BLOOD ORDERABLES,LABORATORY,Lab
978392,4,Hemoglobin A1c,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HBA1C,HBA1C,General Lab,LABORATORY,Laboratory
597213,3,Hemoglobin A1c,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1000850,HEMOGLOBIN A1C,LABORATORY,LABORATORY,Lab
978201,2,Hemoglobin A1c,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HBA1C,HBA1C,General Lab,LABORATORY,Laboratory
978537,1,Hemoglobin A1c,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HBA1C,Hgb A1c,General Lab,LABORATORY,Laboratory
602617,12,C-reactive protein (high sensitivity: cardiac or neonatal),,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM200029,"C-REACTIVE PROTEIN, HIGH SENSITIVITY (CARDIAC/NEONATAL)",LAB BLOOD ORDERABLES,LABORATORY,Lab
593540,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C9010071,RENIN ACTIVITY,LAB BLOOD ORDERABLES,LABORATORY,Lab
921517,1,"Vitamin D subtypes, serum",,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,D2D3SERUM,"25-HYDROXYVITAMIN D2 AND D3, SERUM",LAB BLOOD ORDERABLES,LABORATORY,Lab
976803,25,Vitamin B12,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,B12,Vitamin B12 Level,General Lab,LABORATORY,Laboratory
593365,19,Vitamin B12,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,C3501790,VITAMIN B12 LEVEL,LAB BLOOD ORDERABLES,LABORATORY,Lab
975837,4,Vitamin D subtypes,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,VitD125,"Dihydroxyvitamin D 1,25 Level",General Lab,LABORATORY,Laboratory
980329,4,Vitamin E,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,VIT E,Vitamin E Level,General Lab,LABORATORY,Laboratory
980235,1,Vitamin A,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,VitA,Vitamin A Level,General Lab,LABORATORY,Laboratory
980879,1,Vitamin C,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,VIT C,Vitamin C Level,General Lab,LABORATORY,Laboratory
980867,132,Vitamin D subtypes,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vit D 25OH,Vit D 25OH,General Lab,LABORATORY,Laboratory
599080,33,Vitamin D subtypes,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,VITAMIND,"VITAMIN D 25-OH (25 HYDROXY):SCREENING FOR VITAMIN D INSUFFICIENCY,MONITORNING RESPONSE TO THERAPY",LAB BLOOD ORDERABLES,LABORATORY,Lab
593337,18,Vitamin D subtypes,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C9010102,VITAMIN D 25-OH,LABORATORY,LABORATORY,Lab
980670,6,Vitamin B12 + folate,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B12/FOL,Vitamin B12 and Folate,General Lab,LABORATORY,Laboratory
980317,4,Vitamin B1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VIT B1,Vitamin B1,General Lab,LABORATORY,NA
593379,4,Vitamin D subtypes,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,C9010103,"VITAMIN D 1,25-DIHYDROXY:NOT USED FOR SCREENING",LAB BLOOD ORDERABLES,LABORATORY,Lab
593306,2,Vitamin B1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C9011240,VITAMIN B1(THIAMINE),LAB BLOOD ORDERABLES,LABORATORY,Lab
601533,1,"Protein, total, urine, 24 hour",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,Q11320,"QUEST PROTEIN, TOTAL, 24 HOUR URINE (W/O CREATININE)",QUEST/LABCORP LAB,LABORATORY,Lab
980980,72,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,UPRO/CR,Urine Protein/urine Creatinine,General Lab,LABORATORY,Laboratory
979419,12,"Protein, total (?), urine, 24 hour",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,U24PROT,Protein 24 Hour Urine,General Lab,LABORATORY,Laboratory
594026,2,"Protein, total, urine, 24 hour",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,C1000465,"URINE PROTEIN, 24 HOUR",LAB URINE ORDERABLES,LABORATORY,Lab
621324,2,"Protein, total (?), urine, random",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,Random Urine Protein,LEAN Random Urine Protein,Lab LEAN Collect RN,LABORATORY,Diagnostic
594837,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1000466,URINE PROTEIN/ URINE CRE RATIO,LAB URINE ORDERABLES,LABORATORY,Lab
980009,14,"Protein, urine",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPROT,Protein Urine,General Lab,LABORATORY,Laboratory
975634,6,"Osmolality, urine",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,UOSM,Osmolality Urine,General Lab,LABORATORY,Laboratory
978162,12,"Creatine, 24 hour",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,U24CREA,Creatinine 24 Hour Urine,General Lab,LABORATORY,Laboratory
593373,2,"Creatine, 24 hour",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,C1000410,URINE CREATININE 24 HOUR,LAB URINE ORDERABLES,LABORATORY,Lab
601462,27,"Protein, total, urine, random",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,Q1715,QUEST TOTAL PROTEIN RANDOM URINE W CREATININE,QUEST/LABCORP LAB,LABORATORY,Lab
593806,6,"Creatinine, urine, random",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,C1000412,RANDOM URINE CREATININE,LAB URINE ORDERABLES,LABORATORY,Lab
609023,2,"Creatinine, urine, random",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,Random Urine Creatinine,LEAN Random Urine Creatinine,Lab LEAN Collect RN,LABORATORY,Diagnostic
977683,2,"Creatinine, urine, random",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,RanUrCr,Random Urine Creatine,General Lab,LABORATORY,NA
977620,16,"Creatinine, urine",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,UCREA,Creatinine Urine,General Lab,LABORATORY,Laboratory
655367,12,"Creatineine clearance, 24 hour",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,?,,1,,,,,,,,,,,,,,,,,,,,,Q7943,QUEST 24-HOUR URINE CREATININE CLEARANCE,QUEST/LABCORP LAB,LABORATORY,Lab
594070,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,C1002688,URINE ALBUMIN/CREATININE RATIO,LAB URINE ORDERABLES,LABORATORY,Lab
980950,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,U24 UN,Urea Nitrogen 24 Hour Urine,General Lab,LABORATORY,Laboratory
593272,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,C1000270,URINE TOTAL VOLUME,LAB URINE ORDERABLES,LABORATORY,Lab
978894,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,UMICALB,Microalbumin Level Urine,General Lab,LABORATORY,Laboratory
980783,8,"Sodium, urine",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,Ur Sod,Urine Sodium Level PAH,General Lab,LABORATORY,Laboratory
979931,1,"Sodium, urine",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,Ur Sod,Sodium Level Urine,General Lab,LABORATORY,Laboratory
973538,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,UCA,Calcium Level Urine,General Lab,LABORATORY,Laboratory
978234,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,Z9UR DRUG,"Z9Drug Screen,Urine with Reflex to Confirm",General Lab,LABORATORY,Laboratory
594063,16,"Protein, total (?), urine, random",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,C1000477,RANDOM URINE PROTEIN,LAB URINE ORDERABLES,LABORATORY,Lab
594839,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,C1000463,URINE UREA NITROGEN RUUN (RANDOM),LAB URINE ORDERABLES,LABORATORY,Lab
935747,1,"Sodium, urine, random",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,C1001720,"SODIUM URINE, RANDOM",LAB URINE ORDERABLES,LABORATORY,Lab
980431,450,Urinalysis dipstick,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UA DIP,Urinalysis Dipstick,General Lab,LABORATORY,Laboratory
600696,154,Urinalysis dipstick,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2001532,URINALYSIS DIPSTICK,LAB URINE ORDERABLES,LABORATORY,Lab
980878,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UA MICR,Urinalysis Microscopic,General Lab,LABORATORY,Laboratory
610613,15,Urinalysis dipstick,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urine Dipstick,LEAN Urine Dipstick-HUP/PMC,Lab LEAN Collect RN,LABORATORY,Diagnostic
594975,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2001535,URINALYSIS MICROSCOPICS,LABORATORY,LABORATORY,Lab
980640,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RUUN,Urea Nitrogen Urine,General Lab,LABORATORY,Laboratory
610328,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urinalysis panel,LEAN Urinalysis panel,Lab LEAN Collect RN,LABORATORY,Diagnostic
1226023,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NI0203,OFFICE URINALYSIS W/OUT *,LABORATORY,LABORATORY,Lab
600365,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2001537,URINALYSIS MICROSCOPIC,LAB URINE ORDERABLES,LABORATORY,Lab
594182,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81002,OFFICE URINALYSIS W/OUT *,LABORATORY,LABORATORY,Lab
624675,3,Urinalysis dipstick,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.Urinalysis Dipstick,zzUrinalysis Dipstick,Lab Times,DIAGNOSTIC,Diagnostic
626469,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urinalysis.,CAUTI_Urinalysis PAH,Lab PAH MD/RN Collect,DIAGNOSTIC,Diagnostic
623192,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.Urinalysis,zzUrinalysis Macroscopic/Microscopic,Lab Times,DIAGNOSTIC,Diagnostic
977638,1542,prothrombin time with partial thromboplastin time (activated),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTPTT,PT/APTT,General Lab,LABORATORY,Laboratory
594417,167,prothrombin time with partial thromboplastin time (activated),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3000060,PROTIME/ APTT,LAB BLOOD ORDERABLES,LABORATORY,Lab
627208,42,prothrombin time with partial thromboplastin time (activated),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pro Time/APTT,MCODES_Pro Time/APTT,Lab HUP/PPMC/PAH,LABORATORY,Diagnostic
608277,3,prothrombin time with partial thromboplastin time,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PT/ PTT,MCODES_PT/PTT PAH,Lab HUP/PPMC/PAH,LABORATORY,Diagnostic
608922,18,prothrombin time,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protime,LEAN Protime,Lab LEAN Collect RN,LABORATORY,Diagnostic
979832,1432,prothrombin time,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PT,PT,General Lab,LABORATORY,Laboratory
593669,220,prothrombin time,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3050065,"PT - COUMADIN Y/N, HEPARIN Y/N",LAB BLOOD ORDERABLES,LABORATORY,Lab
1226070,6,prothrombin time,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NI0208,PROTHROMBIN TIME,LABORATORY,LABORATORY,Lab
593615,261,prothrombin time,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0300092,PROTHROMBIN,LAB BLOOD ORDERABLES,LABORATORY,Lab
979853,715,partial thromboplastin time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTT,PTT,General Lab,LABORATORY,Laboratory
979409,120,partial thromboplastin time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTPTT,PTPTT,General Lab,LABORATORY,Laboratory
593632,12,partial thromboplastin time (activated),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3050075,"APTT-COUMADIN Y/N, HEPARIN Y/N",LABORATORY,LABORATORY,Lab
623119,6,partial thromboplastin time (activated),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APTT,MCODES_APTT,Lab LEAN Collect RN,LABORATORY,Diagnostic
595023,3,partial thromboplastin time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3050060,LIO CPTPTT,LABORATORY,LABORATORY,Lab
593441,87,partial thromboplastin time (activated),,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3000120,APTT,LAB BLOOD ORDERABLES,LABORATORY,Lab
977727,15,partial thromboplastin time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z9CCPT/PTT,z9CCPT/PTT,General Lab,LABORATORY,Laboratory
1116501,3,partial thromboplastin time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_SPCPTT,_SPCPTT,General Lab,LABORATORY,Laboratory
977267,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CSFPROT,CFP,General Lab,LABORATORY,Laboratory
612167,2,"Protein, CSF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Protein, CSF","LEAN Protein, CSF",Lab LEAN Collect RN,LABORATORY,Diagnostic
979580,2,"Protein, CSF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CSFPROT,Protein CSF,General Lab,LABORATORY,Laboratory
