PartNumber,PartDisplayName,label.axiom,text.for.label,pure.obo,single.term,iris,PartTypeName,Status,note,o
LP15431-7,Beta alanine,'beta-alanine',beta-alanine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_16958,COMPONENT,ACTIVE,NA,beta-alanine
LP18266-4,Sulfate-3-Glucuronyl paragloboside,'beta-D-GlcA3S-(1->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer',beta-D-GlcA3S-(1->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_60739,COMPONENT,ACTIVE,NA,beta-D-GlcA3S-(1->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer
LP35866-0,Betamethasone,'betamethasone',betamethasone,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_3077,COMPONENT,ACTIVE,NA,betamethasone
LP268150-2,Bictegravir,'bictegravir',bictegravir,TRUE,TRUE,http://purl.obolibrary.org/obo/DRON_00816344,COMPONENT,ACTIVE,NA,bictegravir
LP15444-0,Bile acid,'bile acid',bile acid,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_3098,COMPONENT,ACTIVE,NA,bile acid
LP14024-1,Cholesterol esterase,'bile salt-activated lipase',bile salt-activated lipase,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000005317,COMPONENT,ACTIVE,NA,bile salt-activated lipase
LP15448-1,Bilirubin,'bilirubin IXalpha',bilirubin IXalpha,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_16990,COMPONENT,ACTIVE,NA,bilirubin IXalpha
LP15449-9,Bilirubin.non-glucuronidated,'bilirubin(2-)',bilirubin(2-),TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_57977,COMPONENT,ACTIVE,NA,bilirubin(2-)
LP15452-3,Biotinidase,'biotinidase',biotinidase,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000004838,COMPONENT,ACTIVE,NA,biotinidase
LP14386-4,Blastomyces dermatitidis,'Blastomyces dermatitidis',Blastomyces dermatitidis,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_5039,COMPONENT,ACTIVE,NA,Blastomyces dermatitidis
LP7479-1,Plasma,'blood plasma specimen',blood plasma specimen,TRUE,TRUE,http://purl.obolibrary.org/obo/OBI_0100016,SYSTEM,ACTIVE,NA,blood plasma specimen
LP7567-3,Serum,'blood serum specimen',blood serum specimen,TRUE,TRUE,http://purl.obolibrary.org/obo/OBI_0100017,SYSTEM,ACTIVE,NA,blood serum specimen
LP7057-5,Blood,'blood specimen',blood specimen,TRUE,TRUE,http://purl.obolibrary.org/obo/OBI_0000655,SYSTEM,ACTIVE,NA,blood specimen
LP7238-1,Body fluid,'bodily fluid specimen',bodily fluid specimen,FALSE,TRUE,http://transformunify.org/ontologies/TURBO_0000752,SYSTEM,ACTIVE,NA,bodily fluid specimen
LP72176-8,Body surface,'Body surface',Body surface,TRUE,TRUE,http://purl.obolibrary.org/obo/FMA_61695,COMPONENT,ACTIVE,NA,Body surface
LP7410-6,Bone marrow,'bone marrow specimen',bone marrow specimen,TRUE,TRUE,http://purl.obolibrary.org/obo/OBI_0002512,SYSTEM,ACTIVE,NA,NA
LP14556-2,Bordetella parapertussis,'Bordetella parapertussis',Bordetella parapertussis,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_519,COMPONENT,ACTIVE,NA,Bordetella parapertussis
LP14371-6,Bordetella pertussis,'Bordetella pertussis',Bordetella pertussis,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_520,COMPONENT,ACTIVE,NA,Bordetella pertussis
LP14087-8,Borrelia burgdorferi,'Borreliella burgdorferi',Borreliella burgdorferi,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_139,COMPONENT,ACTIVE,NA,Borreliella burgdorferi
LP71409-4,BRAF gene,'BRAF',BRAF,TRUE,TRUE,http://purl.obolibrary.org/obo/OGG_3000000673,COMPONENT,ACTIVE,NA,BRAF
LP28609-3,Natriuretic peptide B,'Brain natriuretic peptide',Brain natriuretic peptide,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_80234,COMPONENT,ACTIVE,NA,Brain natriuretic peptide
LP14091-0,Bromide,'bromide',bromide,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_15858,COMPONENT,ACTIVE,NA,bromide
LP14160-3,Brucella sp,'Brucella sp.',Brucella sp.,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_52132,COMPONENT,ACTIVE,NA,Brucella sp.
LP35867-8,Budesonide,'budesonide',budesonide,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_3207,COMPONENT,ACTIVE,NA,budesonide
LP16052-0,Bumetanide,'bumetanide',bumetanide,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_3213,COMPONENT,ACTIVE,NA,bumetanide
LP16054-6,Buprenorphine,'buprenorphine',buprenorphine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_3216,COMPONENT,ACTIVE,NA,buprenorphine
LP17172-5,Bupropion,'bupropion',bupropion,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_3219,COMPONENT,ACTIVE,NA,bupropion
LP18783-8,Busulfan,'busulfan',busulfan,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_28901,COMPONENT,ACTIVE,NA,busulfan
LP16055-3,Butabarbital,'butabarbital',butabarbital,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_3228,COMPONENT,ACTIVE,NA,butabarbital
LP15046-3,Butalbital,'butalbital',butalbital,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_102524,COMPONENT,ACTIVE,NA,butalbital
LP15454-9,C peptide,'C-peptide',C-peptide,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_80332,COMPONENT,ACTIVE,NA,C-peptide
LP15023-2,C reactive protein,'C-reactive protein',C-reactive protein,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000005897,COMPONENT,ACTIVE,NA,C-reactive protein
LP16057-9,Caffeine,'caffeine',caffeine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_27732,COMPONENT,ACTIVE,NA,caffeine
LP15455-6,25-hydroxyvitamin D3,'calcidiol',calcidiol,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_17933,COMPONENT,ACTIVE,NA,calcidiol
LP15456-4,Cholecalciferol,'calciol',calciol,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_28940,COMPONENT,ACTIVE,NA,calciol
LP14649-5,Calcitonin,'calcitonin',calcitonin,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_3306,COMPONENT,ACTIVE,NA,calcitonin
LP15277-4,Calcitriol,'calcitriol',calcitriol,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_17823,COMPONENT,ACTIVE,NA,calcitriol
LP15257-6,Calcium,'calcium atom',calcium atom,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_22984,COMPONENT,ACTIVE,NA,calcium atom
LP34391-0,Calcium hydrogen phosphate dihydrate,'calcium hydrogenphosphate dihydrate',calcium hydrogenphosphate dihydrate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_4496,COMPONENT,ACTIVE,NA,calcium hydrogenphosphate dihydrate
LP15458-0,Calcium.ionized,'calcium ion',calcium ion,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_39124,COMPONENT,ACTIVE,NA,calcium ion
LP16846-5,Calcium oxalate,'calcium oxalate',calcium oxalate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_60579,COMPONENT,ACTIVE,NA,calcium oxalate
LP16847-3,Calcium phosphate,'calcium phosphate',calcium phosphate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_77635,COMPONENT,ACTIVE,NA,calcium phosphate
LP16647-7,Campylobacter sp,'Campylobacter sp.',Campylobacter sp.,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_205,COMPONENT,ACTIVE,NA,Campylobacter sp.
LP16960-4,Crab (Cancer pagurus),'Cancer pagurus',Cancer pagurus,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_6755,COMPONENT,ACTIVE,NA,Cancer pagurus
LP16676-6,Candida albicans,'Candida albicans',Candida albicans,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_5476,COMPONENT,ACTIVE,NA,Candida albicans
LP16058-7,Cannabinoids,'cannabinoid',cannabinoid,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_67194,COMPONENT,ACTIVE,NA,cannabinoid
LP7068-2,Blood capillary,'capillary blood specimen',capillary blood specimen,FALSE,TRUE,http://transformunify.org/ontologies/TURBO_0000753,SYSTEM,ACTIVE,NA,capillary blood specimen
LP17879-5,"carBAMazepine 10,11-Epoxide","'carbamazepine-10,11-epoxide'","carbamazepine-10,11-epoxide",TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_3388,COMPONENT,ACTIVE,NA,"carbamazepine-10,11-epoxide"
LP16061-1,carBAMazepine,'carbamazepine',carbamazepine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_3387,COMPONENT,ACTIVE,NA,carbamazepine
LP15150-3,Carbon dioxide,'carbon dioxide',carbon dioxide,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_16526,COMPONENT,ACTIVE,NA,carbon dioxide
LP14985-3,Carisoprodol,'carisoprodol',carisoprodol,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_3419,COMPONENT,ACTIVE,NA,carisoprodol
LP14482-1,Carnitine,'carnitine',carnitine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_17126,COMPONENT,ACTIVE,NA,carnitine
LP15476-2,Carnosine,'carnosine',carnosine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_15727,COMPONENT,ACTIVE,NA,carnosine
LP15477-0,Carotene,'carotene',carotene,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_23042,COMPONENT,ACTIVE,NA,carotene
LP36884-2,CASR gene,'CASR',CASR,TRUE,TRUE,http://purl.obolibrary.org/obo/OGG_3000000846,COMPONENT,ACTIVE,NA,CASR
LP28672-1,Chestnut (Castanea sativa),'Castanea sativa',Castanea sativa,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_21020,COMPONENT,ACTIVE,NA,Castanea sativa
LP15090-1,Catecholamines,'catecholamine',catecholamine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_33567,COMPONENT,ACTIVE,NA,catecholamine
LP15260-0,cefTRIAXone,'ceftriaxone',ceftriaxone,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_29007,COMPONENT,ACTIVE,NA,ceftriaxone
LP15261-8,Cefuroxime Parenteral,'cefuroxime',cefuroxime,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_3515,COMPONENT,ACTIVE,NA,cefuroxime
LP7156-5,Cerebral spinal fluid,'cerebrospinal fluid specimen',cerebrospinal fluid specimen,TRUE,TRUE,http://purl.obolibrary.org/obo/OBI_0002502,SYSTEM,ACTIVE,NA,cerebrospinal fluid specimen
LP15479-6,Ceruloplasmin,'ceruloplasmin',ceruloplasmin,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000005794,COMPONENT,ACTIVE,NA,ceruloplasmin
LP7161-5,Cervical mucus,'cervical mucus specimen',cervical mucus specimen,FALSE,TRUE,http://transformunify.org/ontologies/TURBO_0000760,SYSTEM,ACTIVE,NA,cervical mucus specimen
LP19684-7,CFTR gene,'CFTR',CFTR,TRUE,TRUE,http://purl.obolibrary.org/obo/OGG_3000001080,COMPONENT,ACTIVE,NA,CFTR
LP15480-4,Chenodeoxycholate,'chenodeoxycholate',chenodeoxycholate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_36234,COMPONENT,ACTIVE,NA,chenodeoxycholate
LP13925-0,Goosefoot (Chenopodium album),'Chenopodium album',Chenopodium album,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_3559,COMPONENT,ACTIVE,NA,Chenopodium album
LP14220-5,Chicken,'chicken',chicken,TRUE,TRUE,http://purl.obolibrary.org/obo/FOODON_03411457,COMPONENT,ACTIVE,NA,chicken
LP21132-3,Chikungunya virus,'Chikungunya virus',Chikungunya virus,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_37124,COMPONENT,ACTIVE,NA,Chikungunya virus
LP14396-3,Chlamydophila pneumoniae,'Chlamydia pneumoniae',Chlamydia pneumoniae,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_83558,COMPONENT,ACTIVE,NA,Chlamydia pneumoniae
LP14167-8,Chlamydophila psittaci,'Chlamydia psittaci',Chlamydia psittaci,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_83554,COMPONENT,ACTIVE,NA,Chlamydia psittaci
LP14250-2,Chlamydia sp,'Chlamydia sp.',Chlamydia sp.,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_35827,COMPONENT,ACTIVE,NA,Chlamydia sp.
LP14298-1,Chlamydia trachomatis,'Chlamydia trachomatis',Chlamydia trachomatis,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_813,COMPONENT,ACTIVE,NA,Chlamydia trachomatis
LP15321-0,Chloramphenicol,'chloramphenicol',chloramphenicol,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_17698,COMPONENT,ACTIVE,NA,chloramphenicol
LP16068-6,chlordiazePOXIDE,'chlordiazepoxide',chlordiazepoxide,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_3611,COMPONENT,ACTIVE,NA,chlordiazepoxide
LP15483-8,Chloride,'chloride',chloride,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_17996,COMPONENT,ACTIVE,NA,chloride
LP16071-0,Chlorothiazide,'chlorothiazide',chlorothiazide,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_3640,COMPONENT,ACTIVE,NA,chlorothiazide
LP16072-8,Chlorpheniramine,'chlorphenamine',chlorphenamine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_52010,COMPONENT,ACTIVE,NA,chlorphenamine
LP16074-4,chlorproMAZINE,'chlorpromazine',chlorpromazine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_3647,COMPONENT,ACTIVE,NA,chlorpromazine
LP16075-1,Chlorpropamide,'chlorpropamide',chlorpropamide,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_3650,COMPONENT,ACTIVE,NA,chlorpropamide
LP16077-7,Chlorthalidone,'chlorthalidone',chlorthalidone,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_3654,COMPONENT,ACTIVE,NA,chlorthalidone
LP15485-3,Cholate,'cholate',cholate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_29747,COMPONENT,ACTIVE,NA,cholate
LP15493-7,Cholesterol,'cholesterol',cholesterol,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_16113,COMPONENT,ACTIVE,NA,cholesterol
LP14299-9,Cholinesterase,'cholinesterase',cholinesterase,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000004685,COMPONENT,ACTIVE,NA,cholinesterase
LP14651-1,Choriogonadotropin,'Chorionic gonadotropin',Chorionic gonadotropin,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_81570,COMPONENT,ACTIVE,NA,Chorionic gonadotropin
LP30806-1,Chorionic villus sample,'chorionic villus specimen',chorionic villus specimen,FALSE,TRUE,http://transformunify.org/ontologies/TURBO_0000762,SYSTEM,ACTIVE,NA,chorionic villus specimen
LP30645-3,Chromatin,'chromatin',chromatin,TRUE,TRUE,http://purl.obolibrary.org/obo/GO_0000785,COMPONENT,ACTIVE,NA,chromatin
LP16812-7,Chromium,'chromium atom',chromium atom,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_28073,COMPONENT,ACTIVE,NA,chromium atom
LP14652-9,Chromogranin A,'chromogranin-A',chromogranin-A,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000005421,COMPONENT,ACTIVE,NA,chromogranin-A
LP15502-5,Chylomicrons,'chylomicron',chylomicron,TRUE,TRUE,http://purl.obolibrary.org/obo/GO_0042627,COMPONENT,ACTIVE,NA,chylomicron
LP30899-6,Cidofovir,'Cidofovir',Cidofovir,TRUE,TRUE,http://purl.obolibrary.org/obo/DRON_00012991,COMPONENT,ACTIVE,NA,Cidofovir
LP16078-5,Cimetidine,'cimetidine',cimetidine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_3699,COMPONENT,ACTIVE,NA,cimetidine
LP17207-9,Cinnamon (Cinnamomum spp),'Cinnamomum',Cinnamomum,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_13428,COMPONENT,ACTIVE,NA,Cinnamomum
LP15380-6,Ciprofloxacin,'ciprofloxacin',ciprofloxacin,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_100241,COMPONENT,ACTIVE,NA,ciprofloxacin
LP72247-7,Circumference,'circumference',circumference,TRUE,TRUE,http://purl.obolibrary.org/obo/PATO_0001648,COMPONENT,ACTIVE,NA,circumference
LP14741-0,Citrate,'citric acid',citric acid,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_30769,COMPONENT,ACTIVE,NA,citric acid
LP15504-1,Citrulline,'citrulline',citrulline,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_18211,COMPONENT,ACTIVE,NA,citrulline
LP17010-7,Lemon (Citrus limon),'Citrus limon',Citrus limon,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_2708,COMPONENT,ACTIVE,NA,Citrus limon
LP17036-2,Orange (Citrus sinensis),'Citrus sinensis',Citrus sinensis,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_2711,COMPONENT,ACTIVE,NA,Citrus sinensis
LP28424-7,Cladosporium sphaerospermum,'Cladosporium sphaerospermum',Cladosporium sphaerospermum,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_92950,COMPONENT,ACTIVE,NA,Cladosporium sphaerospermum
LP15406-9,Clarithromycin,'clarithromycin',clarithromycin,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_3732,COMPONENT,ACTIVE,NA,clarithromycin
LP16080-1,cloBAZam,'clobazam',clobazam,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_31413,COMPONENT,ACTIVE,NA,clobazam
LP16083-5,Clomipramine,'clomipramine',clomipramine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_47780,COMPONENT,ACTIVE,NA,clomipramine
LP16086-8,clonazePAM,'clonazepam',clonazepam,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_3756,COMPONENT,ACTIVE,NA,clonazepam
LP16088-4,Clorazepate,'clorazepic acid anion',clorazepic acid anion,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_59590,COMPONENT,ACTIVE,NA,clorazepic acid anion
LP16678-2,Clostridium tetani,'Clostridium tetani',Clostridium tetani,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_1513,COMPONENT,ACTIVE,NA,Clostridium tetani
LP17236-8,cloZAPine,'clozapine',clozapine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_3766,COMPONENT,ACTIVE,NA,clozapine
LP14702-2,Coagulation factor VIII,'coagulation factor VIII',coagulation factor VIII,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000007302,COMPONENT,ACTIVE,NA,coagulation factor VIII
LP15505-8,Cobalamin,'cobalamins',cobalamins,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_23334,COMPONENT,ACTIVE,NA,cobalamins
LP14368-2,Cobalt,'cobalt atom',cobalt atom,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_27638,COMPONENT,ACTIVE,NA,cobalt atom
LP16048-8,Cocaine,'cocaine',cocaine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_27958,COMPONENT,ACTIVE,NA,cocaine
LP14437-5,Coccidioides immitis,'Coccidioides immitis',Coccidioides immitis,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_5501,COMPONENT,ACTIVE,NA,Coccidioides immitis
LP21116-6,Coccidioides sp,'Coccidioides sp.',Coccidioides sp.,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_2204098,COMPONENT,ACTIVE,NA,Coccidioides sp.
LP16955-4,Coconut (Cocos nucifera),'Cocos nucifera',Cocos nucifera,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_13894,COMPONENT,ACTIVE,NA,Cocos nucifera
LP16093-4,Codeine,'codeine',codeine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_16714,COMPONENT,ACTIVE,NA,codeine
LP19264-8,Coenzyme Q10,'coenzyme Q10',coenzyme Q10,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_46245,COMPONENT,ACTIVE,NA,coenzyme Q10
LP28806-5,Color,'color',color,TRUE,TRUE,http://purl.obolibrary.org/obo/PATO_0000014,COMPONENT,ACTIVE,NA,color
LP16358-1,Complement C2,'complement C2',complement C2,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000004899,COMPONENT,ACTIVE,NA,complement C2
LP16359-9,Complement C3,'complement C3',complement C3,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000004900,COMPONENT,ACTIVE,NA,complement C3
LP16376-3,Complement C5,'complement C5',complement C5,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000004904,COMPONENT,ACTIVE,NA,complement C5
LP18008-0,Composition,'composition',composition,TRUE,TRUE,http://purl.obolibrary.org/obo/PATO_0000025,COMPONENT,ACTIVE,NA,composition
LP16814-3,Copper,'copper atom',copper atom,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_28694,COMPONENT,ACTIVE,NA,copper atom
LP18633-5,Coproporphyrin 1,'coproporphyrin I',coproporphyrin I,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_28421,COMPONENT,ACTIVE,NA,coproporphyrin I
LP14372-4,Coproporphyrin 3,'coproporphyrin III',coproporphyrin III,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_27609,COMPONENT,ACTIVE,NA,coproporphyrin III
LP15151-1,Coproporphyrin,'coproporphyrin',coproporphyrin,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_23388,COMPONENT,ACTIVE,NA,coproporphyrin
LP15906-8,Transcortin,'corticosteroid-binding globulin',corticosteroid-binding globulin,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000014686,COMPONENT,ACTIVE,NA,corticosteroid-binding globulin
LP15508-2,Corticosterone,'corticosterone',corticosterone,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_16827,COMPONENT,ACTIVE,NA,corticosterone
LP14656-0,Corticotropin,'corticotropin',corticotropin,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_3892,COMPONENT,ACTIVE,NA,corticotropin
LP14161-1,Cortisol,'cortisol',cortisol,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_17650,COMPONENT,ACTIVE,NA,cortisol
LP18544-4,Cortisone,'cortisone',cortisone,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_16962,COMPONENT,ACTIVE,NA,cortisone
LP16992-7,Hazelnut (Corylus avellana),'Corylus avellana',Corylus avellana,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_13451,COMPONENT,ACTIVE,NA,Corylus avellana
LP16683-2,Corynebacterium diphtheriae,'Corynebacterium diphtheriae',Corynebacterium diphtheriae,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_1717,COMPONENT,ACTIVE,NA,Corynebacterium diphtheriae
LP16682-4,Coxiella burnetii,'Coxiella burnetii',Coxiella burnetii,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_777,COMPONENT,ACTIVE,NA,Coxiella burnetii
LP14245-2,Coxsackievirus A10,'Coxsackievirus A10',Coxsackievirus A10,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_42769,COMPONENT,ACTIVE,NA,Coxsackievirus A10
LP14246-0,Coxsackievirus A16,'Coxsackievirus A16',Coxsackievirus A16,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_31704,COMPONENT,ACTIVE,NA,Coxsackievirus A16
LP17992-6,Coxsackievirus A2,'Coxsackievirus A2',Coxsackievirus A2,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_33757,COMPONENT,ACTIVE,NA,Coxsackievirus A2
LP17993-4,Coxsackievirus A4,'Coxsackievirus A4',Coxsackievirus A4,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_42785,COMPONENT,ACTIVE,NA,Coxsackievirus A4
LP14247-8,Coxsackievirus A7,'Coxsackievirus A7',Coxsackievirus A7,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_42787,COMPONENT,ACTIVE,NA,Coxsackievirus A7
LP14248-6,Coxsackievirus A9,'Coxsackievirus A9',Coxsackievirus A9,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_12067,COMPONENT,ACTIVE,NA,Coxsackievirus A9
LP14062-1,Coxsackievirus B1,'Coxsackievirus B1',Coxsackievirus B1,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_12071,COMPONENT,ACTIVE,NA,Coxsackievirus B1
LP14063-9,Coxsackievirus B2,'Coxsackievirus B2',Coxsackievirus B2,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_82639,COMPONENT,ACTIVE,NA,Coxsackievirus B2
LP14228-8,Coxsackievirus B3,'Coxsackievirus B3',Coxsackievirus B3,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_12072,COMPONENT,ACTIVE,NA,Coxsackievirus B3
LP14229-6,Coxsackievirus B4,'Coxsackievirus B4',Coxsackievirus B4,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_12073,COMPONENT,ACTIVE,NA,Coxsackievirus B4
LP14230-4,Coxsackievirus B5,'Coxsackievirus B5',Coxsackievirus B5,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_12074,COMPONENT,ACTIVE,NA,Coxsackievirus B5
LP14231-2,Coxsackievirus B6,'Coxsackievirus B6',Coxsackievirus B6,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_74561,COMPONENT,ACTIVE,NA,Coxsackievirus B6
LP15510-8,Creatine kinase,'creatine kinase',creatine kinase,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000029971,COMPONENT,ACTIVE,NA,creatine kinase
LP15509-0,Creatine,'creatine',creatine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_16919,COMPONENT,ACTIVE,NA,creatine
LP14355-9,Creatinine,'creatinine',creatinine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_16737,COMPONENT,ACTIVE,NA,creatinine
LP17114-7,Cryptococcus sp,'Cryptococcus sp. (in: Fungi)',Cryptococcus sp. (in: Fungi),TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_2046349,COMPONENT,ACTIVE,NA,Cryptococcus sp. (in: Fungi)
